t,y_true,y_pred
0,0.27397929986353087,0.2739795685628735
1,0.5981341988801966,0.5981344584838644
2,0.7919063535953491,0.7919063306447768
3,0.6217097886694292,0.6217098137529968
4,0.9291119664025828,0.9291119326655788
5,0.2768182597639067,0.27681835424644885
6,0.8393436781796934,0.8393435938523305
7,0.41887400396477903,0.41887389128068275
8,0.9695074209856291,0.9695073878371614
9,0.08665691725830726,0.08665697993158272
10,0.4149775583703579,0.4149776434270106
11,0.74131990335826,0.7413198412552265
12,0.6625157580849272,0.662515663839851
13,0.8730757306597899,0.8730757383239166
14,0.449091250566918,0.44909132121847184
15,0.9944049044046475,0.9944047945459031
16,0.010201881754836821,0.010201957966799985
17,0.17397275969478074,0.1739728913225163
18,0.3597576552923807,0.35975787327926106
19,0.7220765985498374,0.7220767316284415
20,0.6775634240206913,0.6775633802534792
21,0.8492258160167058,0.8492258240751734
22,0.5148956887609917,0.5148957484335677
23,0.996808444566593,0.9968083409648602
24,0.021452364419277198,0.02145247523443225
25,0.213883713007885,0.213883806265195
26,0.45125793483156434,0.4512580873929457
27,0.7974557022102166,0.797455727745016
28,0.5660274198706066,0.566027408055014
29,0.9672967732538166,0.9672967515344452
30,0.13818172006812637,0.1381818389930132
31,0.5581569656833515,0.5581569593326529
32,0.7728856304483644,0.772885474659863
33,0.6478698377355184,0.6478697888730939
34,0.8985826633870934,0.8985826513735522
35,0.37464155047282943,0.37464162858187955
36,0.9538564081698504,0.9538563002955442
37,0.12487452445006285,0.12487452715471631
38,0.5187958388981236,0.5187959102181516
39,0.7790962124301192,0.7790960886520921
40,0.6238886924656485,0.6238886340043561
41,0.9233884637477848,0.923388450238326
42,0.2948484428949433,0.29484853809760725
43,0.8655720864649717,0.8655719977544113
44,0.35851328016555295,0.3585131877035577
45,0.9282808844501794,0.9282808633206667
46,0.2003970238974546,0.20039702268992585
47,0.6948032641775611,0.6948032963064228
48,0.6700185650863928,0.6700184132623569
49,0.8503102149260808,0.8503101766699225
50,0.509933903624682,0.5099339736071251
51,0.9974939189042624,0.997493817821946
52,0.017534711590875267,0.017534821166096767
53,0.20054547376309234,0.2005455724907323
54,0.4219002407463006,0.42190041300177333
55,0.7796425728675326,0.7796426296169623
56,0.5937359227886798,0.5937358982853875
57,0.946555085523147,0.9465550722286501
58,0.21402207859316316,0.21402219069170442
59,0.7290744277473631,0.7290743751977885
60,0.6226532618691187,0.6226530978011442
61,0.9094523158749214,0.9094522737692579
62,0.3358068942357441,0.3358069968364783
63,0.916223246584853,0.916223153622033
64,0.2298467968291297,0.2298467538977418
65,0.751742935736519,0.7517429566609409
66,0.5887460612819513,0.5887459252425834
67,0.9413639709192687,0.9413639290464686
68,0.22894360913115358,0.22894372684519448
69,0.7575202603610733,0.7575202056987469
70,0.5780351319526565,0.5780349774912528
71,0.9493184152135158,0.9493183717536929
72,0.2004932650480454,0.20049338595172878
73,0.7013225368488825,0.70132249731351
74,0.6609075406570971,0.6609073718087088
75,0.862912583562886,0.8629125434289122
76,0.47522434655866785,0.47522442369316015
77,0.998863903085101,0.998863798621573
78,0.002256945517450284,0.002257039686427015
79,0.14708906022030147,0.1470891873878863
80,0.2915844772677224,0.29158473535481527
81,0.6277959218215562,0.6277961534202818
82,0.7736777432939377,0.7736777090935407
83,0.6672243422022017,0.6672243679225963
84,0.8773009132490535,0.8773008903927766
85,0.43922112264096175,0.4392211832523911
86,0.991564483283614,0.9915643694858709
87,0.017221706011612093,0.01722177405334816
88,0.1976797971305957,0.19767992685085595
