t,y_true,y_pred
0,0.8008873969060281,0.8042641237581181
1,0.6392291195472363,0.6359299107261136
2,0.9155725410376085,0.9089905851325983
3,0.3224724501359649,0.3135166841153533
4,0.9018472206304772,0.8934639836151017
5,0.2673950698931122,0.28121375853181013
6,0.8160643833961393,0.8236461223426464
7,0.4700052534144895,0.4632044792761637
8,0.9837653639687962,0.9816662559402409
9,0.05322675096191436,0.0561180127871247
10,0.31670657518801354,0.31674685974140837
11,0.6356118009192386,0.6349059747714949
12,0.7738226485181328,0.7735564171035114
13,0.669022281142799,0.6748872462803831
14,0.875027827856426,0.8740474462871596
15,0.44553018732266464,0.4465430907366815
16,0.9936914748753103,0.9938463806394919
17,0.011307407154800012,0.011887090673175478
18,0.1787140454662151,0.1785409626855374
19,0.3717846832603194,0.3770040063673667
20,0.7354832459584576,0.7302492602838521
21,0.6591886093662667,0.6709904466814024
22,0.8749309161709304,0.8681898011716668
23,0.4428387633748648,0.44239621248966643
24,0.9925470614059758,0.9925729605825824
25,0.01452242236261247,0.016466903695979532
26,0.1896278315357995,0.1877063708533015
27,0.39758430289143387,0.39988899466034133
28,0.7604369032835494,0.7589768991076562
29,0.6230098136146748,0.6227450915697448
30,0.9184186610948967,0.9209737591559256
31,0.30915379531492504,0.30821531638334226
32,0.8849435239753151,0.8830585514066847
33,0.3107472435194637,0.3162024926786464
34,0.8770923677860559,0.8816637622864681
35,0.3325210157174654,0.32951068939098677
36,0.9028603775105961,0.90306894859782
37,0.26750678846017545,0.27965701027780965
38,0.8165559570580373,0.8212191855819705
39,0.46893309330356636,0.4693770381488215
40,0.9836625743997435,0.9817714076659267
41,0.05325947282792231,0.05613441547672389
42,0.3167808654782622,0.3167593599507334
43,0.6357201725798797,0.6349743480860807
44,0.7737413092458939,0.7735416938388995
45,0.6692129846806397,0.6747803443494728
46,0.8747754097865297,0.8740087870037544
47,0.4462610145929829,0.44646946070412563
48,0.9939096567427113,0.9938323278789479
49,0.01075871465549846,0.011767637659967545
50,0.1768509075543285,0.17766652667414004
51,0.36729517121038346,0.37521978071154904
52,0.7306650677569654,0.7220930439439854
53,0.6658084059211005,0.680008984671569
54,0.8658840897203145,0.8560090131548819
55,0.46867651695005447,0.46614688182444175
56,0.998399904456487,0.998181353473449
57,0.001603250893428031,0.003612074698291267
58,0.14569957720951524,0.14839197027974818
59,0.28855612606805864,0.2939193126333579
60,0.62316501471578,0.6216588616798678
61,0.77671999650264,0.774029190873578
62,0.6596224733250275,0.6533708348751468
63,0.8868133499492825,0.8838721202098617
64,0.41075101509505973,0.4131296802283134
65,0.9788203714924553,0.9822544944657252
66,0.05241278111317725,0.06033490221263985
67,0.312605529594682,0.3092078533036642
68,0.6298657906742413,0.6270773912125049
69,0.7779663482728405,0.7756536897117084
70,0.6591769781153402,0.6549211878476353
71,0.8876889267324165,0.8843070994932893
72,0.4082033572979614,0.41036690168119594
73,0.9773943583406498,0.981677425122836
74,0.056507475210881015,0.06358673012911711
75,0.3252972820016455,0.3255686369828315
76,0.6477307894450792,0.653677077209474
77,0.7642905854686507,0.759222375424001
78,0.6908739228154166,0.6971442288255594
79,0.844347080725481,0.8467607408577688
80,0.530620735455394,0.5332439517672332
81,0.9930163048645188,0.9931223125602393
82,0.0392088272155906,0.03859531221021278
83,0.2737408594685951,0.2780379751550928
84,0.5677887650723044,0.5741790811502239
85,0.8092966865884667,0.8061272933180286
86,0.5751698236996472,0.5736124265566056
87,0.9662967710105138,0.9658061581368361
88,0.14391387602628944,0.14049937632553863
89,0.5733975362107537,0.5755322575558642
90,0.767597917501589,0.7681791151155969
91,0.6623272568446585,0.6582198777487642
92,0.8810003791425736,0.8797241662409556
93,0.4274499510496803,0.42970115110044554
94,0.9869949048383421,0.988155568297691
95,0.029287711607535908,0.0481976835191401
96,0.23871146093356801,0.23217196470160034
97,0.5031675508680787,0.5084394837987803
98,0.8142369760659688,0.811245201776916
99,0.5448321403741109,0.5473062101005548
100,0.980357021847723,0.9796981828760744
101,0.08738484890548417,0.08555043433619407
102,0.4212536179609374,0.41937206849585473
103,0.7454628114163322,0.7442591502603139
104,0.6569999816539176,0.6575300542089906
105,0.8803689440104661,0.8810332611448559
106,0.4275629878161536,0.42629682316966827
107,0.9868658117118245,0.9870921076329842
108,0.02976964686809106,0.04782303610191736
109,0.2403028773943624,0.23202595092919462
110,0.506303163760842,0.5088725461495407
111,0.814654774476505,0.811245201776916
112,0.5448386634233896,0.5481545420894605
113,0.9804803649877039,0.9796981828760744
114,0.08696448626558535,0.08547957320671129
115,0.4200421990567152,0.41937206849585473
116,0.7446305919029337,0.7442591502603139
117,0.658083915532548,0.6578622623147568
118,0.8789130764615004,0.8801336707678424
119,0.43182276253262153,0.427231012778529
120,0.9886361920224553,0.9878594135356802
121,0.024892985335912297,0.026043390329205763
122,0.2242619969587132,0.2251856751260573
123,0.47386213842656455,0.4765881310647417
124,0.8070568759648185,0.8068979604855642
125,0.5518993478182017,0.5555897850048827
126,0.9758614799152817,0.9760086914959031
127,0.1048231631966792,0.1041066674942433
128,0.47057987380404676,0.47048358459519235
129,0.7705237380609996,0.7704049276206101
130,0.6258905738603049,0.6275294264006636
131,0.9189213658767958,0.9191379557855508
132,0.3085189851285558,0.3067319600584768
133,0.8842162520261599,0.880396544446227
134,0.31254801985065966,0.3153417722522477
135,0.879328822947287,0.8869735629944645
136,0.32703995447091916,0.32077496532613026
137,0.8967714945772601,0.897653755298685
138,0.28319745085975,0.2871879684451718
139,0.8401936865572329,0.8465255471505191
140,0.4184316395072463,0.43328933224616806
141,0.9696443241950394,0.9764511168131399
142,0.08572887664873273,0.1031439248307532
143,0.4131144654126133,0.4129185949960362
144,0.7400200740225263,0.7411530788376285
145,0.6639341948164781,0.6681577079211732
146,0.8708745410336369,0.8684762345264585
147,0.45502945764298414,0.4567509868283701
148,0.9959675796265995,0.9959262264898483
149,0.006129156039486057,0.007763971284329402
150,0.16111010715845264,0.1617692269859812
151,0.3283754282594028,0.32873520138171886
152,0.6829727405596153,0.6802993891840906
153,0.7240266744583441,0.7259316315170372
154,0.7712157810220558,0.7684783950534131
155,0.7005931258076773,0.7016739307149967
156,0.8329521327725701,0.8290906481295249
157,0.560988774944257,0.5630217001950246
158,0.9800929520373957,0.9795635637550341
159,0.09313563241261932,0.08660805110679068
160,0.4381264547120781,0.43331050084565187
161,0.7559308053240889,0.7517870480469518
162,0.6434329985590187,0.6433427675221046
163,0.8978952921012568,0.9018190424842224
164,0.37493589508763975,0.3667688525464187
165,0.9541410273151636,0.9531823737988071
166,0.12370664702591629,0.11935060327346349
167,0.5164834910999803,0.51962375648682
168,0.7789971481012024,0.7777994547714911
169,0.6231228684454422,0.6241110719485143
170,0.9238888262424885,0.9243923549863367
171,0.2927787263699397,0.29219654446319543
172,0.8630117438404967,0.8636068585076512
173,0.3642179775053697,0.3640687150601152
174,0.9335106259803769,0.9303263605184428
175,0.18572480530348148,0.19608369192865857
176,0.6644970758562179,0.6614900081903847
177,0.7039326975234678,0.7091363090441084
178,0.7961512117201108,0.7917434966799607
179,0.6443021663043812,0.6367422239227732
180,0.909079278777772,0.9045169639593563
181,0.3430620536333672,0.3436568794495169
182,0.9248523113939812,0.9174754837651965
183,0.20584810731125094,0.22566872186619968
184,0.7060184997637097,0.7172893927481131
185,0.6555272512143734,0.6590091653998535
186,0.8701610291885274,0.8649449700781098
187,0.45438910048113446,0.4476766039350709
188,0.9955364008199465,0.9864011314102205
189,0.007460703521783486,0.008649073571757366
190,0.16570138762205086,0.16421527688112783
191,0.33990511745420254,0.3388671385842125
192,0.6982099370467856,0.6942634069032116
193,0.7069250197603225,0.7062884964052647
194,0.8019095270030318,0.8040832687906396
195,0.6329601655590636,0.633089969551565
196,0.9218928685994423,0.9188646435269147
197,0.3017420554365143,0.30655955914654354
198,0.8755539368130827,0.876520223075963
199,0.33394065151338015,0.33022051547984643
200,0.9041146305316092,0.9042526999510611
201,0.2643288720834999,0.2716443079311824
