t,y_true,y_pred
0,0.27397929986353087,0.27405211836978594
1,0.5981341988801966,0.5983042780576596
2,0.7919063535953491,0.7919075586081081
3,0.6217097886694292,0.6217067695693654
4,0.9291119664025828,0.9291912232081028
5,0.2768182597639067,0.2768583864177403
6,0.8393436781796934,0.8394219242427504
7,0.41887400396477903,0.4188684669666191
8,0.9695074209856291,0.9695078622815955
9,0.08665691725830726,0.08674370009221943
10,0.4149775583703579,0.4149443063996734
11,0.74131990335826,0.7413647340870094
12,0.6625157580849272,0.6624348885398177
13,0.8730757306597899,0.8731156576566035
14,0.449091250566918,0.4490444906632044
15,0.9944049044046475,0.9943538004749004
16,0.010201881754836821,0.010218100456323376
17,0.17397275969478074,0.17400150749904064
18,0.3597576552923807,0.3597414724286401
19,0.7220765985498374,0.7219738404505781
20,0.6775634240206913,0.6775970655596393
21,0.8492258160167058,0.8492335828431954
22,0.5148956887609917,0.5149260649699093
23,0.996808444566593,0.9967944706236957
24,0.021452364419277198,0.021439580386200974
25,0.213883713007885,0.21385657016925097
26,0.45125793483156434,0.45117702510015545
27,0.7974557022102166,0.797522419467646
28,0.5660274198706066,0.5660099343528697
29,0.9672967732538166,0.9672795473846663
30,0.13818172006812637,0.1381616374076362
31,0.5581569656833515,0.5581389128933076
32,0.7728856304483644,0.772773361368721
33,0.6478698377355184,0.6479292981161191
34,0.8985826633870934,0.89859282034852
35,0.37464155047282943,0.3746810040530889
36,0.9538564081698504,0.953847122090274
37,0.12487452445006285,0.12483482814686686
38,0.5187958388981236,0.51875989606461
39,0.7790962124301192,0.7790981710255102
40,0.6238886924656485,0.6239385076469592
41,0.9233884637477848,0.9233496155727812
42,0.2948484428949433,0.2949052062499605
43,0.8655720864649717,0.8656314577956372
44,0.35851328016555295,0.35851038532521456
45,0.9282808844501794,0.9282967580661533
46,0.2003970238974546,0.20041488367761295
47,0.6948032641775611,0.6948241857993966
48,0.6700185650863928,0.6700387548726826
49,0.8503102149260808,0.850344252350568
50,0.509933903624682,0.5099824362170553
51,0.9974939189042624,0.9975328191010797
52,0.017534711590875267,0.017508373254882692
53,0.20054547376309234,0.2005182049372145
54,0.4219002407463006,0.4218031348592477
55,0.7796425728675326,0.7796332197289735
56,0.5937359227886798,0.5936991014797046
57,0.946555085523147,0.9465464218517861
58,0.21402207859316316,0.21409180177345744
59,0.7290744277473631,0.7291031037634432
60,0.6226532618691187,0.6226603921048991
61,0.9094523158749214,0.9094535362818807
62,0.3358068942357441,0.33570774347630544
63,0.916223246584853,0.9161630478292088
64,0.2298467968291297,0.2299300471872568
65,0.751742935736519,0.751794700505806
66,0.5887460612819513,0.5887288064875151
67,0.9413639709192687,0.941367047005494
68,0.22894360913115358,0.22893130004843726
69,0.7575202603610733,0.7574786359134519
70,0.5780351319526565,0.5781201667617745
71,0.9493184152135158,0.9493989724017184
72,0.2004932650480454,0.20043774138221568
73,0.7013225368488825,0.7012995793931792
74,0.6609075406570971,0.6609248554919585
75,0.862912583562886,0.862951414814891
76,0.47522434655866785,0.4751473335180654
77,0.998863903085101,0.9988781366653952
78,0.002256945517450284,0.0022590502491507958
79,0.14708906022030147,0.14710832972878973
80,0.2915844772677224,0.2915958146254807
81,0.6277959218215562,0.6278183369148389
82,0.7736777432939377,0.7736663552857369
83,0.6672243422022017,0.6672307930258612
84,0.8773009132490535,0.8772717937205806
85,0.43922112264096175,0.4391844191642261
86,0.991564483283614,0.9915188598873896
87,0.017221706011612093,0.017252992875700535
88,0.1976797971305957,0.19770235739562314
89,0.41558518659476396,0.41555058986376747
90,0.7750053018810809,0.7749798867436535
91,0.6009747724681208,0.6009428911480045
92,0.9402354714314579,0.9402381619208959
93,0.2361559131682312,0.23623711461251617
94,0.7711121423047618,0.7711401484878662
95,0.5546948802780116,0.554733321826585
96,0.9641071533805851,0.9641374490585951
97,0.1453667120268651,0.14535241300853613
98,0.575748209400046,0.5757675761830972
99,0.7668942395538474,0.7668095879060248
100,0.664628648395844,0.6646720789639236
101,0.878307645576999,0.8783164182727746
102,0.4357352314128568,0.43572799988173316
103,0.9902489691908918,0.9901926239822932
104,0.020778905649267678,0.02080007685938795
105,0.20959545050364434,0.20961086001312212
106,0.44213416814763873,0.44208778937818183
107,0.7925378242588962,0.7925654601663616
108,0.5735986951655726,0.5735507300919619
109,0.9621599021157993,0.962153547158389
110,0.1574639958688015,0.1574750354005232
111,0.6055581156072496,0.6055599979164276
112,0.7516585923284449,0.7515578378898884
113,0.7016101003923878,0.701612969455912
114,0.8258469718998901,0.825860226980814
115,0.5782359293736936,0.5781574585876872
116,0.9697073553139426,0.9696593647938841
117,0.1337964214108736,0.13376628025831683
118,0.5473777798660328,0.5473550822459983
119,0.7754671889352582,0.7754880078781019
120,0.639609742962444,0.6396842717568485
121,0.9077244603455719,0.9077383832791073
122,0.34592106745314766,0.3459787252405391
123,0.9273954712708133,0.927412974835163
124,0.19931753614456696,0.19927248159025712
125,0.6921999156412605,0.6921912615760473
126,0.673259531459283,0.6732401583155545
127,0.8455986823044948,0.8455810833965802
128,0.5225687898092795,0.5226276027462557
129,0.9948162300078941,0.9948627436902023
130,0.030795011074809937,0.030756543301902528
131,0.24514133876170732,0.24509648479189416
132,0.5151140810256871,0.5150590028279529
133,0.8155631986696614,0.8157116318571347
134,0.5457361981213974,0.545796581597501
135,0.9805177222053629,0.9805062163517069
136,0.08744381414100713,0.08737744322544672
137,0.42062039107753835,0.4205522695726073
138,0.7449695619481521,0.7449307723842088
139,0.6579136599961221,0.6578604835617733
140,0.8793754006116978,0.8793669509067277
141,0.43084152612490206,0.43079839246695606
142,0.9881516806144001,0.9881028318329845
143,0.026623552692025182,0.02663304428443053
144,0.22899593521381784,0.229001330741048
145,0.4832005431695234,0.48314160964931685
146,0.8100063436704587,0.81010408344145
147,0.5485177226378135,0.5484829660288878
148,0.9779573686304373,0.9779553364095483
149,0.09702297005762926,0.09692449525992353
150,0.44797921368865573,0.447907214940127
151,0.7611611140769599,0.7611007811703926
152,0.6370437984520421,0.6370411990490564
153,0.9059324336706749,0.9059472593532769
154,0.35034263589187514,0.35031746548472087
155,0.9317384668891762,0.931732831450301
156,0.18735555459868883,0.1873370796348457
157,0.6670395516917762,0.6670405178572404
158,0.7016223999189848,0.7016004569717251
159,0.8004437030447973,0.800410874662657
160,0.6347890063565371,0.6348614476768153
161,0.9198749568058004,0.9199354359597876
162,0.3086693183876663,0.3086222510126584
163,0.8843632421604988,0.8843997264883053
164,0.31251033052781796,0.3124459450305797
165,0.8789820912290424,0.8789696825273592
166,0.3282820384922182,0.328273445667729
167,0.8979092567992027,0.8978873230949871
168,0.28067462734532345,0.28062786184219735
169,0.8361556553144284,0.8361823653791916
170,0.4276893576926693,0.4276840706437619
171,0.973537699153087,0.9735272353750213
172,0.0757590615908363,0.07571825216852701
173,0.3833272652879514,0.3832787414293617
174,0.7146778342809883,0.7147095385900336
