t,tx,ty,tz,px,py,pz
0,0.16632351671079915,0.05793695974570162,0.3005798386615298,0.1664485187401057,0.05923845507501635,0.29538170049027035
1,0.049784625140461614,0.0017324103744385533,0.5823459713575887,0.049346733107208995,-0.002307146460005849,0.5752180346629729
2,0.001370958792772936,0.13864347133826765,0.8733153517651842,-0.0027064804914203044,0.13094312525819873,0.8725256849136667
3,0.08551390094729339,0.38625348562497797,0.9330413668807251,0.07970641350357582,0.3806881373021477,0.9352973681071295
4,0.24344961991167963,0.5336758225036661,0.8064574914703442,0.23856200693714757,0.5354958081858696,0.8123957000235724
5,0.38222630966067217,0.5709803601319163,0.6657915652749657,0.3808026575429515,0.5740135212383698,0.6603821112546162
6,0.4725265917504155,0.5697542742045688,0.5594324330711136,0.47316570471909136,0.5716662668077959,0.5505503941108074
7,0.5254704667970491,0.5674058757431802,0.479424961652919,0.5269180382438537,0.5696007210547495,0.4714771776643214
8,0.5590131121277306,0.5751525278756203,0.41737632416251164,0.5611671245673121,0.577575341960286,0.41109290156782174
9,0.5869839101847718,0.5955880637312543,0.37122804292216555,0.589839609742122,0.5988604502242691,0.3673807982059547
10,0.6185297705216263,0.6296631854423904,0.3436236992824283,0.6224466260294591,0.6345926509044322,0.3431274215647626
11,0.6595045486066801,0.6774122665625057,0.34179844528136544,0.6649649332216899,0.6839867325388268,0.34579425554794474
12,0.712429122806144,0.7342723975118373,0.37778655473078665,0.7193211045621,0.7408900418551407,0.38725006222535385
13,0.7733297755750043,0.7834559456651378,0.46327051990145246,0.780127687587543,0.7864152369351392,0.47772844828951233
14,0.8262625720939465,0.7924277265187528,0.5901112321328925,0.8297275117595317,0.7871289698821611,0.6054758599474459
15,0.8448065102262082,0.7364056227899731,0.7075873030169861,0.8415829133877276,0.7224153566376261,0.7156629850977954
16,0.8129256507793877,0.6403190234805075,0.7519467251157137,0.8029833397028596,0.6247411187254188,0.7471494454612044
17,0.7455455953190475,0.5601321016568791,0.7160635155295387,0.732784460366645,0.5494223814869597,0.7021600922529958
18,0.6740882254758579,0.5207638406800388,0.6409717719984911,0.6624571641228331,0.5155002773428865,0.6249217386103989
19,0.6196455330219659,0.51249799349952,0.560084672431225,0.6110071934470298,0.5110563470225391,0.5454853090304566
20,0.5873574476576816,0.5202461325337582,0.48596682722783596,0.5820599548895914,0.5210993539700792,0.4737833235637494
21,0.5743202331823668,0.5360718854598011,0.4216332337258722,0.5719523122246694,0.5381960538772979,0.4121400430178077
22,0.5765575287883622,0.5584469982773111,0.36830031530052026,0.5764822197147959,0.5613437871161004,0.3618245587107227
23,0.5919602246201752,0.5893421839272104,0.3282205399194285,0.593641949511691,0.5928174498688464,0.32521221008987333
24,0.6207530718558334,0.6320790973555849,0.30638058641198873,0.6237867355313176,0.6358604061075446,0.30733244021619743
25,0.6646381649989985,0.6888114231972493,0.3126079847699632,0.6685105716892228,0.6921045313546659,0.3178983562979816
26,0.7241952806024619,0.7548481066571706,0.3627960709182736,0.7278948606424164,0.7559739263455514,0.3722311585386222
27,0.7928732959546378,0.8081226677260974,0.47173579168867213,0.7946064050704373,0.8047110899243567,0.48360045595770784
28,0.8487768697068452,0.8061098994253502,0.6246131291202117,0.8463554141564833,0.7965778820609752,0.6345977206426421
29,0.8586512679738343,0.7245754016519504,0.749637110968445,0.8510720378843685,0.711340387369841,0.7515675788767746
30,0.8089853674938884,0.6096948129260307,0.7754613800955747,0.7983521067810816,0.5997832974230777,0.7681222401506878
31,0.7262507099734785,0.5289016682732457,0.7160365934879469,0.7166124709488173,0.5253820609915711,0.7058569778858845
32,0.6479865793968748,0.496790262609083,0.627126029056944,0.6416532110671233,0.4973745790773958,0.6189191267684082
33,0.5929545232761431,0.49404414393067153,0.5402775305325993,0.5899940637080477,0.4962268344340538,0.5347267018014568
34,0.5621240996885848,0.5035411431349676,0.46335812760337897,0.5616924050686,0.5061029652084491,0.4598963509072509
35,0.5500118535052242,0.5182006342415567,0.39682634353348917,0.5511946463581804,0.5208007665435026,0.3950016632238209
36,0.5516034899111499,0.5374322401433093,0.34053345387719497,0.5537509762571364,0.5400663182459836,0.3401322790297503
37,0.5645506735150715,0.563822913536599,0.29543141079993557,0.5672815932248125,0.5664408830850076,0.2963799068886668
38,0.5892945424988606,0.6015880748403216,0.2647023599809222,0.5923118698727068,0.6038688132279064,0.26700462683007675
39,0.6285239148196562,0.6554159764369704,0.25589823954525,0.631380593222468,0.6566391843445574,0.25951199413830084
40,0.6857468106532829,0.7270259639365759,0.28428195718698923,0.6876614711407933,0.7261191257328479,0.28872716531024345
41,0.7608958300559525,0.8049200773211794,0.37345962161080876,0.7608059670642469,0.8011183382608958,0.3772486073125805
42,0.8399967312273053,0.8477260017351198,0.536606908468567,0.8372128615800909,0.841850253613598,0.5377997502727698
43,0.8856284861681306,0.7964342889205551,0.7231018367799342,0.8806931393487033,0.7901409345151191,0.7210035439322218
44,0.8591359561748155,0.660246015814069,0.8172012901394026,0.8534592451576761,0.6556513146084553,0.8115690995938187
45,0.7706553077322096,0.536027733300199,0.7801445011942987,0.7661605956066471,0.5357921995355703,0.7745305961820155
46,0.670067457427751,0.4770468156442386,0.68221969778761,0.6680566854728038,0.47940639031963433,0.6807851957414355
