t,tx,ty,tz,px,py,pz
0,0.16632351671079915,0.05793695974570162,0.3005798386615298,0.15284786586185994,0.07387525612383072,0.3858689183354471
1,0.049784625140461614,0.0017324103744385533,0.5823459713575887,0.042271214512974,0.03958573672913701,0.6858191100524351
2,0.001370958792772936,0.13864347133826765,0.8733153517651842,0.06252363911076309,0.21818105028137857,0.852854090430128
3,0.08551390094729339,0.38625348562497797,0.9330413668807251,0.0986810995291858,0.42692976211574596,0.8715428020962506
4,0.24344961991167963,0.5336758225036661,0.8064574914703442,0.2560811363037523,0.46553489164267425,0.8052049236193071
5,0.38222630966067217,0.5709803601319163,0.6657915652749657,0.3810145974561401,0.5227810219395632,0.6716183005709482
6,0.4725265917504155,0.5697542742045688,0.5594324330711136,0.4393323224687258,0.5158258889243559,0.5509871696937978
7,0.5254704667970491,0.5674058757431802,0.479424961652919,0.5016259819443416,0.5350281899363605,0.4115842850976321
8,0.5590131121277306,0.5751525278756203,0.41737632416251164,0.5167355852711033,0.5387965732202478,0.28301560839322093
9,0.5869839101847718,0.5955880637312543,0.37122804292216555,0.5659808118537661,0.5617341870807362,0.1792387158848996
10,0.6185297705216263,0.6296631854423904,0.3436236992824283,0.5961777633623946,0.5903669204815873,0.082596727246667
11,0.6595045486066801,0.6774122665625057,0.34179844528136544,0.6784412364603085,0.66533929268906,0.00440777283946403
12,0.712429122806144,0.7342723975118373,0.37778655473078665,0.7836790108673313,0.7927307433061639,-0.08165225408362176
13,0.7733297755750043,0.7834559456651378,0.46327051990145246,0.9896463265501758,1.0245628733782137,-0.16450401791411906
14,0.8262625720939465,0.7924277265187528,0.5901112321328925,1.2671757567375899,1.3003188373489838,-0.21699903213264804
15,0.8448065102262082,0.7364056227899731,0.7075873030169861,1.5266188894589625,1.346764601084372,-0.19279189805251917
16,0.8129256507793877,0.6403190234805075,0.7519467251157137,1.6641491145441325,1.0039468713866118,-0.5445949341329701
17,0.7455455953190475,0.5601321016568791,0.7160635155295387,2.069420842359788,1.1172501986434735,-1.5469373201406853
18,0.6740882254758579,0.5207638406800388,0.6409717719984911,2.427047340443714,1.0626304801950663,-2.061573931692209
