t,tx,ty,tz,px,py,pz
0,0.16632351671079915,0.05793695974570162,0.3005798386615298,0.14656330265592477,0.10198609694310079,0.3426043935070644
1,0.049784625140461614,0.0017324103744385533,0.5823459713575887,0.03801473445509718,0.06912874426848092,0.6060277020644498
2,0.001370958792772936,0.13864347133826765,0.8733153517651842,0.06029540215395368,0.17272296911034568,0.7864105398320111
3,0.08551390094729339,0.38625348562497797,0.9330413668807251,0.12938300606397046,0.3899613542711937,0.8919662497554435
4,0.24344961991167963,0.5336758225036661,0.8064574914703442,0.2207398006163226,0.4942919118743748,0.9249779697218403
5,0.38222630966067217,0.5709803601319163,0.6657915652749657,0.36040505614851304,0.473519726639125,0.870380105491674
6,0.4725265917504155,0.5697542742045688,0.5594324330711136,0.47355763438493925,0.5504333988473681,0.7970358098093961
7,0.5254704667970491,0.5674058757431802,0.479424961652919,0.47170005537583615,0.44691880948595286,0.7479886448633031
8,0.5590131121277306,0.5751525278756203,0.41737632416251164,0.5243043813781956,0.5051328225073047,0.6922395172780105
9,0.5869839101847718,0.5955880637312543,0.37122804292216555,0.46116093562390104,0.433367351972054,0.5916649805341136
10,0.6185297705216263,0.6296631854423904,0.3436236992824283,0.5187489802518175,0.5028784327353829,0.4680301677358316
11,0.6595045486066801,0.6774122665625057,0.34179844528136544,0.4767735497280068,0.48794793604197395,0.30788171110063267
12,0.712429122806144,0.7342723975118373,0.37778655473078665,0.5477625896475966,0.5160391792499648,0.1440563044796659
13,0.7733297755750043,0.7834559456651378,0.46327051990145246,0.5737481139646272,0.5585744287660555,-0.03585046827760685
14,0.8262625720939465,0.7924277265187528,0.5901112321328925,0.6758205141215052,0.6078549996851764,-0.19059554775402976
15,0.8448065102262082,0.7364056227899731,0.7075873030169861,0.8316836338380709,0.7629325715959092,-0.36478587761871584
16,0.8129256507793877,0.6403190234805075,0.7519467251157137,1.113180156307818,1.1392572319543126,-0.630930830352793
