t,tx,ty,tz,px,py,pz
0,0.16632351671079915,0.05793695974570162,0.3005798386615298,0.17003040500814626,0.07016975342039444,0.2869510382474423
1,0.049784625140461614,0.0017324103744385533,0.5823459713575887,0.0526946456710764,-0.010647263410106689,0.5679089016988788
2,0.001370958792772936,0.13864347133826765,0.8733153517651842,0.0064328922391130305,0.14479347480608595,0.8724739803326789
3,0.08551390094729339,0.38625348562497797,0.9330413668807251,0.07797618472498113,0.40378107348114156,0.9657978999299188
4,0.24344961991167963,0.5336758225036661,0.8064574914703442,0.2429111657154408,0.5666380321147528,0.8460271279003257
5,0.38222630966067217,0.5709803601319163,0.6657915652749657,0.38423485395558554,0.6038087956679341,0.7211145995694896
6,0.4725265917504155,0.5697542742045688,0.5594324330711136,0.48293391437588484,0.6140231666314726,0.5963273747590203
7,0.5254704667970491,0.5674058757431802,0.479424961652919,0.5498131984361536,0.6232407356413852,0.5358995078852566
8,0.5590131121277306,0.5751525278756203,0.41737632416251164,0.6190103460714469,0.6811780694632006,0.40835943716888634
9,0.5869839101847718,0.5955880637312543,0.37122804292216555,0.7119508044415945,0.8042798852305353,0.40300869453385824
10,0.6185297705216263,0.6296631854423904,0.3436236992824283,0.8852934581186069,1.0520137184872667,0.37697287701014703
11,0.6595045486066801,0.6774122665625057,0.34179844528136544,1.2397141589301315,1.6994935104849809,0.6664175242269148
12,0.712429122806144,0.7342723975118373,0.37778655473078665,2.2179898518074785,4.022003131166635,1.6446761730378676
13,0.7733297755750043,0.7834559456651378,0.46327051990145246,6.412463377134352,23.83185109878043,1.690089555759283
14,0.8262625720939465,0.7924277265187528,0.5901112321328925,-2.138157186176114,-19.051112573777516,17.10470684717018
15,0.8448065102262082,0.7364056227899731,0.7075873030169861,-0.1668598076232639,27.542645229945272,-2.363869540270506
16,0.8129256507793877,0.6403190234805075,0.7519467251157137,5.5894416891097185,18.891909851696315,-6.631370826294974
17,0.7455455953190475,0.5601321016568791,0.7160635155295387,-1.0059436070280992,8.229242110956875,3.2827374582670346
18,0.6740882254758579,0.5207638406800388,0.6409717719984911,2.3846359805840374,21.43964337638226,0.6545074724687425
19,0.6196455330219659,0.51249799349952,0.560084672431225,6.386513579235307,24.995896011765296,4.670178356869384
20,0.5873574476576816,0.5202461325337582,0.48596682722783596,5.196772525827797,35.7590252577923,-20.20700110650681
21,0.5743202331823668,0.5360718854598011,0.4216332337258722,-3.3097151588041376,6.864628134925777,-0.48857091669892005
22,0.5765575287883622,0.5584469982773111,0.36830031530052026,13.668391927078623,57.5635552208436,-7.157061967655332
23,0.5919602246201752,0.5893421839272104,0.3282205399194285,2.524011355486465,21.542767540722245,-19.7342051426074
24,0.6207530718558334,0.6320790973555849,0.30638058641198873,1.233791559715566,16.56324905033289,-10.918446782051712
25,0.6646381649989985,0.6888114231972493,0.3126079847699632,5.6305615387240415,27.013444301317776,7.6940767303741175
26,0.7241952806024619,0.7548481066571706,0.3627960709182736,2.4624633939675364,27.26089311482022,-12.443323878019793
27,0.7928732959546378,0.8081226677260974,0.47173579168867213,2.088085864808031,3.680261761621807,8.710045290602366
28,0.8487768697068452,0.8061098994253502,0.6246131291202117,3.7826901528115213,26.654392198727372,-9.491292995852675
29,0.8586512679738343,0.7245754016519504,0.749637110968445,0.6437773836873286,6.022417476089778,0.31508434555467124
30,0.8089853674938884,0.6096948129260307,0.7754613800955747,13.450062751218557,46.61364615019103,3.0835712655706
31,0.7262507099734785,0.5289016682732457,0.7160365934879469,6.580057770653387,30.250864063721266,-9.972410381236323
32,0.6479865793968748,0.496790262609083,0.627126029056944,12.252997640029232,57.66868397084843,-16.411010129486815
33,0.5929545232761431,0.49404414393067153,0.5402775305325993,4.624523017614008,25.356781704135123,-11.050914338287168
34,0.5621240996885848,0.5035411431349676,0.46335812760337897,-3.329480009648254,-27.145909388012193,16.948523941845473
