t,tx,ty,tz,px,py,pz
0,0.16632351671079915,0.05793695974570162,0.3005798386615298,0.16632505787328536,0.057947867598743374,0.300579752618259
1,0.049784625140461614,0.0017324103744385533,0.5823459713575887,0.04979259387218872,0.0017371931682077125,0.5823395141249471
2,0.001370958792772936,0.13864347133826765,0.8733153517651842,0.0013782842871328754,0.1386480134121754,0.8732946520137446
3,0.08551390094729339,0.38625348562497797,0.9330413668807251,0.08551661244785717,0.38625012815347637,0.9330268823876585
4,0.24344961991167963,0.5336758225036661,0.8064574914703442,0.2434527347233819,0.5336782703850976,0.8064658369848156
5,0.38222630966067217,0.5709803601319163,0.6657915652749657,0.3822300150336798,0.570983229251958,0.6658053917055212
6,0.4725265917504155,0.5697542742045688,0.5594324330711136,0.4725339932488133,0.5697749791386699,0.5594369672393738
7,0.5254704667970491,0.5674058757431802,0.479424961652919,0.5254860868674437,0.5674478379670906,0.47941852366459914
8,0.5590131121277306,0.5751525278756203,0.41737632416251164,0.5590441519676326,0.5751984667605801,0.41738613504541544
9,0.5869839101847718,0.5955880637312543,0.37122804292216555,0.5870325606156572,0.595644321554157,0.3712508307283195
10,0.6185297705216263,0.6296631854423904,0.3436236992824283,0.6185932998167862,0.6297266545334939,0.3436765449414617
11,0.6595045486066801,0.6774122665625057,0.34179844528136544,0.6595777646624916,0.6774755537985165,0.3418973891048882
12,0.712429122806144,0.7342723975118373,0.37778655473078665,0.7125037377872471,0.7343209732880985,0.37793450985337823
13,0.7733297755750043,0.7834559456651378,0.46327051990145246,0.773388234153646,0.7834594091021212,0.4634493902120645
14,0.8262625720939465,0.7924277265187528,0.5901112321328925,0.826276559355497,0.7923492509981978,0.5902663428874904
15,0.8448065102262082,0.7364056227899731,0.7075873030169861,0.8447547119496477,0.7362674769762673,0.7076241183253145
16,0.8129256507793877,0.6403190234805075,0.7519467251157137,0.812827384583204,0.6402109500098185,0.7518385679124222
17,0.7455455953190475,0.5601321016568791,0.7160635155295387,0.7454497714405592,0.5600986343000725,0.7159075925689957
18,0.6740882254758579,0.5207638406800388,0.6409717719984911,0.674032132556917,0.5207928393960395,0.6408532671410819
19,0.6196455330219659,0.51249799349952,0.560084672431225,0.6196396924654831,0.5125682742731116,0.560020574659026
20,0.5873574476576816,0.5202461325337582,0.48596682722783596,0.5873981132134395,0.5203493963257401,0.4859250091980254
21,0.5743202331823668,0.5360718854598011,0.4216332337258722,0.574403905609817,0.5362065514136187,0.42159043344873603
22,0.5765575287883622,0.5584469982773111,0.36830031530052026,0.5766826994401122,0.5586179855099996,0.3682641653887626
23,0.5919602246201752,0.5893421839272104,0.3282205399194285,0.5921312869839054,0.5895600001086689,0.3282183548390622
24,0.6207530718558334,0.6320790973555849,0.30638058641198873,0.6209802343090207,0.6323549376636365,0.30645764006124204
25,0.6646381649989985,0.6888114231972493,0.3126079847699632,0.6649301050730799,0.689139872689091,0.31283519579795077
