t,tx,ty,tz,px,py,pz
0,0.16632351671079915,0.05793695974570162,0.3005798386615298,0.16632823543356426,0.05793967259234013,0.3005986214153288
1,0.049784625140461614,0.0017324103744385533,0.5823459713575887,0.04979231332305518,0.0017435675992419422,0.5823235180165083
2,0.001370958792772936,0.13864347133826765,0.8733153517651842,0.0013714680265600986,0.13863001202945957,0.8733074428411147
3,0.08551390094729339,0.38625348562497797,0.9330413668807251,0.08550787656187622,0.3862398254754162,0.9330460070443924
4,0.24344961991167963,0.5336758225036661,0.8064574914703442,0.24344007279172625,0.5336709647585013,0.8064817743199872
5,0.38222630966067217,0.5709803601319163,0.6657915652749657,0.3822112320188946,0.5709495352754786,0.6658031389060657
6,0.4725265917504155,0.5697542742045688,0.5594324330711136,0.47250428555990154,0.5697538401211864,0.5594051162562437
7,0.5254704667970491,0.5674058757431802,0.479424961652919,0.52545730003702,0.5674353615895701,0.47940325583545157
8,0.5590131121277306,0.5751525278756203,0.41737632416251164,0.5590212991781103,0.5751934395634248,0.41737011069615837
9,0.5869839101847718,0.5955880637312543,0.37122804292216555,0.5870238350351802,0.5956444044838907,0.3712458558456105
10,0.6185297705216263,0.6296631854423904,0.3436236992824283,0.6185903001640549,0.6297355426547353,0.3436812048319037
11,0.6595045486066801,0.6774122665625057,0.34179844528136544,0.6595814680947044,0.6774908324877152,0.34189860938754807
12,0.712429122806144,0.7342723975118373,0.37778655473078665,0.7125126296395096,0.7343380294159334,0.377926522003653
13,0.7733297755750043,0.7834559456651378,0.46327051990145246,0.7734011150911024,0.783474390548923,0.46344830701761414
14,0.8262625720939465,0.7924277265187528,0.5901112321328925,0.826291690387814,0.7923606505376857,0.5902975797173855
15,0.8448065102262082,0.7364056227899731,0.7075873030169861,0.8447622341899611,0.7362444268674069,0.7076863286775052
16,0.8129256507793877,0.6403190234805075,0.7519467251157137,0.8128109961689075,0.6401316750691963,0.7519155292117299
17,0.7455455953190475,0.5601321016568791,0.7160635155295387,0.7453955467079799,0.5599756270207317,0.7159719003871898
18,0.6740882254758579,0.5207638406800388,0.6409717719984911,0.6739404598990089,0.520649494836277,0.6408932016371145
19,0.6196455330219659,0.51249799349952,0.560084672431225,0.6195158048712595,0.5124167349634098,0.5600308735429371
20,0.5873574476576816,0.5202461325337582,0.48596682722783596,0.5872420711915622,0.5201638437454493,0.4859212772956186
21,0.5743202331823668,0.5360718854598011,0.4216332337258722,0.5742059262294861,0.5359642085109617,0.4215818292049469
