step,pred
0,0.624033793616031
1,0.5699770643465709
2,0.5179540661815504
3,0.4790694604571976
4,0.44049582416356226
5,0.40626524103910433
6,0.37140181471069217
7,0.3429205922056532
8,0.3125144344573515
9,0.28022556934879733
10,0.24974054016816183
11,0.21833747434289422
12,0.19307347638859748
13,0.18353648311729448
14,0.18435644834546813
15,0.20383528962382183
16,0.24671771278152235
17,0.30459902144365997
18,0.37195723632517735
19,0.4383098629178924
20,0.5036118834624181
21,0.5629153732756752
22,0.615530366292045
23,0.6616901449783268
24,0.6999715107485877
25,0.7285127932700175
26,0.7552585328603769
27,0.7755038771794431
28,0.7853523335553386
29,0.7868833138859317
30,0.7861311986694495
31,0.7826154601045262
32,0.7716436316056076
33,0.7578088605456199
34,0.7501931749182136
35,0.7421024654374619
36,0.7463886788907181
37,0.7520682226373725
38,0.76193398372286
39,0.7774046303154637
40,0.7927102655036262
41,0.8028918689760799
42,0.8085644517401859
43,0.8107105435310595
44,0.8128358332806985
45,0.8182843870608087
46,0.8258938956845308
47,0.8325445198597593
48,0.8226585608561214
49,0.7993230601136351
50,0.7630617964819806
51,0.7139196837856505
52,0.6654551628729787
53,0.6253911742996185
54,0.5817728523722334
55,0.5439780623084678
56,0.5039207332006438
57,0.46697909014232886
58,0.4402507769719937
59,0.41592411340330804
60,0.3934642737615129
61,0.3745162048545954
62,0.34908183596450953
63,0.321175891084885
64,0.2956853709721456
65,0.2778387552366823
66,0.2656774938927463
67,0.2629060999676926
68,0.2818697939059931
69,0.3128636012225923
70,0.3635053016384146
71,0.4137950385105651
72,0.4667237899838215
73,0.5189449982925122
74,0.5691627888549554
75,0.6123737241458566
76,0.6478140038748249
77,0.6851336593717942
78,0.725214011601713
79,0.7592911519989924
80,0.7845844623824426
81,0.8074034746902705
82,0.82851448289232
83,0.8450311778897392
84,0.856974321925904
85,0.8700158393887086
86,0.8781989928389689
87,0.8855658047117833
88,0.9003753383859538
89,0.9131030558924447
90,0.9299938535924922
91,0.9442536290192018
92,0.9478370980528115
93,0.933072948054246
94,0.902748934192305
95,0.8646368100004687
96,0.8157477911630086
97,0.7584167719063507
98,0.6958504998176299
99,0.6352145171065429
100,0.5716133918402728
101,0.5173372664115335
102,0.4732374565627769
103,0.43326472795376264
104,0.394406767200666
105,0.3600385277691267
106,0.3244686151458265
107,0.2842773285920989
108,0.24680774395804528
109,0.212224916738122
110,0.18063763320782575
111,0.15452741567935857
112,0.14095887428027662
113,0.13724218398103857
114,0.14251001850167802
115,0.17519863879146227
116,0.21977987679325747
117,0.2730414272749067
118,0.34148996591605185
119,0.4129371051152087
120,0.47686421845542737
121,0.5370608433375867
122,0.5910813826167368
123,0.6368080452896934
124,0.677305355990171
125,0.7161498350065565
126,0.7484638098989744
127,0.7735967757095525
128,0.7893471039459604
129,0.7976355635175746
130,0.7985695754590083
131,0.7979578835920972
132,0.795891798884093
133,0.7953089367292623
134,0.7984537072713432
135,0.8077078282481809
136,0.824099720136679
137,0.8454709947621727
138,0.8620378032722119
139,0.8772760017265675
140,0.8927357802570458
141,0.8983791416643346
142,0.897309893979093
143,0.878720789809565
144,0.8403820157439437
145,0.7926899100261245
146,0.7385830182693042
147,0.6822503306545791
148,0.628836759702255
149,0.5763062368193146
150,0.5327980165532484
151,0.4911063032740373
152,0.4561994812688753
153,0.41847588473700287
154,0.38530053669721087
155,0.35174310029551065
156,0.31638296603491134
157,0.2860667405247996
158,0.2515892701977527
159,0.22229116637748816
160,0.19321697490831383
161,0.18077187313093993
162,0.17615184414918394
163,0.18385324680339432
164,0.214980727539156
165,0.26066102920663664
166,0.3213434268594121
167,0.3864951059739889
168,0.4526638329511304
169,0.5138735899007659
170,0.5685263935586249
171,0.6165532769514795
172,0.6608293440254829
173,0.6985068078138404
174,0.7319862856005606
175,0.757278564552395
176,0.7749002474723011
177,0.7832553062931504
178,0.7849033674574848
179,0.7838250461626428
180,0.7809208892063141
181,0.768336896594741
182,0.7592558568993694
183,0.7565984999744216
184,0.7585628329614664
185,0.7636312272434256
186,0.7730410365223105
187,0.7837704686854704
188,0.7995460473753958
189,0.8103339293071528
190,0.818737786798022
191,0.824664938444228
192,0.8287111263645245
193,0.8186376646347884
194,0.7963488882804428
195,0.759172548765427
196,0.7106044113188633
197,0.6663703107150812
198,0.6258185470396062
199,0.5819610364371466
200,0.5424804589422159
201,0.5023682090678847
202,0.4668318940797217
203,0.4404440195677974
204,0.4157947256004991
205,0.3939139806614041
206,0.3755308705439665
207,0.3499759189544156
208,0.3209371998929935
209,0.2945938918706383
210,0.2755964309953696
211,0.2656700904137624
212,0.2631135589354638
213,0.28191935978691635
214,0.3130023210664474
215,0.3635011495586825
216,0.413846175378849
217,0.4667237899838215
218,0.5189449982925122
219,0.5691627888549554
220,0.6123737241458566
221,0.6478140038748249
222,0.6851336593717942
223,0.725214011601713
224,0.7592911519989924
225,0.7845844623824426
226,0.8074034746902705
227,0.82851448289232
228,0.8450311778897392
229,0.856974321925904
230,0.8700158393887086
231,0.8781989928389689
232,0.8855658047117833
233,0.9003753383859538
234,0.9131030558924447
235,0.9299938535924922
236,0.9442536290192018
237,0.9478370980528115
238,0.933072948054246
239,0.902748934192305
240,0.8646368100004687
241,0.8157477911630086
242,0.7584167719063507
243,0.6958504998176299
244,0.6352145171065429
245,0.5716133918402728
246,0.5173372664115335
247,0.4732374565627769
248,0.43326472795376264
249,0.394406767200666
250,0.3600385277691267
251,0.3244686151458265
252,0.2842773285920989
253,0.24680774395804528
254,0.212224916738122
255,0.18063763320782575
256,0.15452741567935857
257,0.14095887428027662
258,0.13724218398103857
259,0.14251001850167802
260,0.17519863879146227
261,0.21977987679325747
262,0.2730414272749067
263,0.34148996591605185
264,0.4129371051152087
265,0.47686421845542737
266,0.5370608433375867
267,0.5910813826167368
268,0.6368080452896934
269,0.677305355990171
270,0.7161498350065565
271,0.7484638098989744
272,0.7735967757095525
273,0.7893471039459604
274,0.7976355635175746
275,0.7985695754590083
276,0.7979578835920972
277,0.795891798884093
278,0.7953089367292623
279,0.7984537072713432
280,0.8077078282481809
281,0.824099720136679
282,0.8454709947621727
283,0.8620378032722119
284,0.8772760017265675
285,0.8927357802570458
286,0.8983791416643346
287,0.897309893979093
288,0.878720789809565
289,0.8403820157439437
290,0.7926899100261245
291,0.7385830182693042
292,0.6822503306545791
293,0.628836759702255
294,0.5763062368193146
295,0.5327980165532484
296,0.4911063032740373
297,0.4561994812688753
298,0.41847588473700287
299,0.38530053669721087
300,0.35174310029551065
301,0.31638296603491134
302,0.2860667405247996
303,0.2515892701977527
304,0.22229116637748814
305,0.19321697490831383
306,0.18077187313093993
307,0.17615184414918394
308,0.18385324680339432
309,0.214980727539156
310,0.26066102920663664
311,0.3213434268594121
312,0.3864951059739889
313,0.4526638329511304
314,0.5138735899007659
315,0.5685263935586249
316,0.6165532769514795
317,0.6608293440254829
318,0.6985068078138404
319,0.7319862856005606
320,0.757278564552395
321,0.7749002474723011
322,0.7832553062931504
323,0.7849033674574848
324,0.7838250461626428
325,0.7809208892063141
326,0.768336896594741
327,0.7592558568993694
328,0.7565984999744216
329,0.7585628329614664
330,0.7636312272434256
331,0.7730410365223105
332,0.7837704686854704
333,0.7995460473753958
334,0.8103339293071528
335,0.818737786798022
336,0.824664938444228
337,0.8287111263645245
338,0.8186376646347884
339,0.7963488882804428
340,0.759172548765427
341,0.7106044113188633
342,0.6663703107150812
343,0.6258185470396062
344,0.5819610364371466
345,0.5424804589422159
346,0.5023682090678847
347,0.4668318940797217
348,0.4404440195677974
349,0.4157947256004991
350,0.3939139806614041
351,0.3755308705439665
352,0.34997591895441565
353,0.3209371998929935
354,0.2945938918706383
355,0.2755964309953696
356,0.2656700904137624
357,0.2631135589354638
358,0.28191935978691635
359,0.3130023210664474
360,0.3635011495586825
361,0.413846175378849
362,0.4667237899838215
363,0.5189449982925121
364,0.5691627888549554
365,0.6123737241458566
366,0.6478140038748249
367,0.6851336593717942
368,0.725214011601713
369,0.7592911519989924
370,0.7845844623824426
371,0.8074034746902705
372,0.82851448289232
373,0.8450311778897392
374,0.856974321925904
375,0.8700158393887086
376,0.8781989928389689
377,0.8855658047117833
378,0.9003753383859538
379,0.9131030558924447
380,0.9299938535924922
381,0.9442536290192018
382,0.9478370980528115
383,0.933072948054246
384,0.902748934192305
385,0.8646368100004687
386,0.8157477911630086
387,0.7584167719063507
388,0.6958504998176299
389,0.6352145171065429
390,0.5716133918402728
391,0.5173372664115335
392,0.4732374565627769
393,0.43326472795376264
394,0.394406767200666
395,0.3600385277691267
396,0.3244686151458265
397,0.2842773285920989
398,0.24680774395804528
399,0.212224916738122
400,0.18063763320782575
401,0.15452741567935857
402,0.14095887428027662
403,0.13724218398103857
404,0.14251001850167802
405,0.17519863879146227
406,0.21977987679325747
407,0.2730414272749067
408,0.34148996591605185
409,0.4129371051152087
410,0.47686421845542737
411,0.5370608433375867
412,0.5910813826167368
413,0.6368080452896934
414,0.677305355990171
415,0.7161498350065565
416,0.7484638098989744
417,0.7735967757095525
418,0.7893471039459604
419,0.7976355635175746
420,0.7985695754590083
421,0.7979578835920972
422,0.795891798884093
423,0.7953089367292623
424,0.7984537072713432
425,0.8077078282481809
426,0.824099720136679
427,0.8454709947621727
428,0.8620378032722119
429,0.8772760017265675
430,0.8927357802570458
431,0.8983791416643346
432,0.897309893979093
433,0.878720789809565
434,0.8403820157439437
435,0.7926899100261245
436,0.7385830182693042
437,0.6822503306545791
438,0.628836759702255
439,0.5763062368193146
440,0.5327980165532484
441,0.4911063032740373
442,0.4561994812688753
443,0.41847588473700287
444,0.38530053669721087
445,0.35174310029551065
446,0.31638296603491134
447,0.2860667405247996
448,0.2515892701977527
449,0.22229116637748816
450,0.19321697490831383
451,0.18077187313093993
452,0.17615184414918394
453,0.18385324680339432
454,0.214980727539156
455,0.26066102920663664
456,0.3213434268594121
457,0.3864951059739889
458,0.4526638329511304
459,0.5138735899007659
460,0.5685263935586249
461,0.6165532769514795
462,0.6608293440254829
463,0.6985068078138404
464,0.7319862856005606
465,0.757278564552395
466,0.7749002474723011
467,0.7832553062931504
468,0.7849033674574848
469,0.7838250461626428
470,0.7809208892063141
471,0.768336896594741
472,0.7592558568993694
473,0.7565984999744216
474,0.7585628329614664
475,0.7636312272434256
476,0.7730410365223105
477,0.7837704686854704
478,0.7995460473753958
479,0.8103339293071528
480,0.818737786798022
481,0.824664938444228
482,0.8287111263645245
483,0.8186376646347884
484,0.7963488882804428
485,0.759172548765427
486,0.7106044113188633
487,0.6663703107150812
488,0.6258185470396062
489,0.5819610364371466
490,0.5424804589422159
491,0.5023682090678847
492,0.4668318940797217
493,0.4404440195677974
494,0.4157947256004991
495,0.3939139806614041
496,0.3755308705439665
497,0.34997591895441565
498,0.3209371998929935
499,0.2945938918706383
500,0.2755964309953696
501,0.2656700904137624
502,0.2631135589354638
503,0.28191935978691635
504,0.3130023210664474
505,0.3635011495586825
506,0.413846175378849
507,0.4667237899838215
508,0.5189449982925122
509,0.5691627888549554
510,0.6123737241458566
511,0.6478140038748249
512,0.6851336593717942
