step,true
0,0.6132901889812412
1,0.5544978535316695
2,0.5002312324865272
3,0.4509746337758874
4,0.40644477505502113
5,0.36566040292074053
6,0.32716340528018517
7,0.2894838229975868
8,0.25172675854209825
9,0.2139633821222643
10,0.17719224440570064
11,0.14300546950121254
12,0.11334563697919382
13,0.09059869860306327
14,0.07796575079833863
15,0.07975469299631853
16,0.10079884854517707
17,0.14409241970282863
18,0.20752225184729475
19,0.2833799478665218
20,0.3620985285767191
21,0.43624812097710625
22,0.5017006620871051
23,0.5568027370355689
24,0.6012103720745942
25,0.6351146328167494
26,0.6589310370906633
27,0.6732876994117456
28,0.6791026579027359
29,0.6776211424938817
30,0.6704134664193655
31,0.6594031023528355
32,0.6469770381525476
33,0.636150131608729
34,0.6305959977935379
35,0.6341797285821749
36,0.6497787865638779
37,0.6777780975858915
38,0.7148482422967005
39,0.753694066287204
40,0.7851948692946261
41,0.8026825638956189
42,0.8046155535892021
43,0.7936583593172197
44,0.7742858227072691
45,0.7510394455098721
46,0.7277671141678722
47,0.7074202869036806
48,0.6920240328808943
49,0.6826241599867172
50,0.6791637368816155
51,0.6803450331136783
52,0.6835794225271624
53,0.6850923053776489
54,0.680262811794668
55,0.6646030097271186
56,0.6358442082184923
57,0.5958413978414342
58,0.5497313103411317
59,0.5031952560105469
60,0.46078151824466956
61,0.42568781964333763
62,0.3999449715004634
63,0.38444240413710334
64,0.3788256209371828
65,0.38151392733091
66,0.39000562857854687
67,0.40141684521339094
68,0.413082119581034
69,0.4231042226239032
70,0.4308210564070056
71,0.4371578475245252
72,0.4448055418549815
73,0.4580237988129363
74,0.4814393255419723
75,0.5173640407434877
76,0.5634445944296127
77,0.6137753119736596
78,0.6625334114045318
79,0.7063390240627392
80,0.744321556099085
81,0.7771713722448261
82,0.8061773675984228
83,0.8325549578851598
84,0.857096632655795
85,0.8801131312649537
86,0.9015846982921814
87,0.9213887285864718
88,0.9394659195667258
89,0.9558638649605886
90,0.9706765324443383
91,0.9838278902213529
92,0.9944216940325453
93,0.9995294095424777
94,0.9937786706057239
95,0.9720604513392355
96,0.9333909394241344
97,0.8810440131916787
98,0.8197736431393553
99,0.7537200429177026
100,0.6858282471608785
101,0.6180296603742372
102,0.5515837073215768
103,0.487343411076109
104,0.42590328770710273
105,0.3676642903775861
106,0.3128645210257599
107,0.2616064804743379
108,0.21389034696278025
109,0.16966097306802927
110,0.12889620321189527
111,0.09176885208738873
112,0.058849606438756696
113,0.03126875738001895
114,0.01087966273335488
115,0.0005426808728816583
116,0.004402218441619468
117,0.027534742368800273
118,0.07390452267144121
119,0.14258747663540328
120,0.22568296449498965
121,0.3115795197059943
122,0.3904880460643648
123,0.4569443263746365
124,0.5091299834648019
125,0.5473421610632012
126,0.5728437673733388
127,0.5872307620372768
128,0.5921461885692567
129,0.5891955280673203
130,0.57997756166852
131,0.5661742317571838
132,0.5496771173127153
133,0.5327635783367599
134,0.5183128692748268
135,0.5099300305394638
136,0.5116416631247519
137,0.5268237137403841
138,0.5566174390993714
139,0.5986313183800025
140,0.646608171225946
141,0.6921946015422419
142,0.7288211431734254
143,0.7543407353458199
144,0.7703874082306902
145,0.7803094501935968
146,0.7876043553967949
147,0.7951564474198559
148,0.8049316219638999
149,0.8178701298965062
150,0.8339134893568758
151,0.8521920111498078
152,0.8713624213783044
153,0.8899536885211173
154,0.9064269520415309
155,0.9186352812782012
156,0.922827846138948
157,0.9136492005029843
158,0.8872337487720847
159,0.8450854367781765
160,0.7930138837877305
161,0.7370736767276354
162,0.6814287178112027
163,0.6282411654996892
164,0.5781724342606918
165,0.5309091045789597
166,0.48563759030494563
167,0.4414720826404173
168,0.3977889353362688
169,0.3543924473105625
170,0.3114883120297317
171,0.26953781276637
172,0.22912484567430605
173,0.19095139264235514
174,0.15600760390778634
175,0.1258652053308497
176,0.1029421587736425
177,0.09056786679748909
178,0.09268168900428034
179,0.11283410108090652
180,0.15244407201575758
181,0.2093810504444558
182,0.27829768300584407
183,0.3525159906255844
184,0.42588558911934404
185,0.49368615153084977
186,0.552767718600153
187,0.601378737531355
188,0.6389019385566425
189,0.6655588323981512
190,0.682128359105639
191,0.6897360906953721
192,0.6897539427061843
193,0.6838165796337222
194,0.6739220448122498
195,0.6625546839878701
196,0.6527449000165806
197,0.6479232674722488
198,0.651420966401326
199,0.6656522592304351
200,0.6911801632968545
201,0.7257077353340047
202,0.7632028250988175
203,0.7947047744843574
204,0.8122885238118125
205,0.8132016070428507
206,0.7998944808752013
207,0.7772168277710829
208,0.7501066131691554
209,0.7226529382097806
210,0.6979374905495134
211,0.6780755803477384
212,0.6641935380661234
213,0.6563021092134232
214,0.6531599221691601
215,0.652267310878097
216,0.6500609496887729
217,0.6423288178255825
218,0.6250758155629097
219,0.5961618627561291
220,0.5569393623188953
221,0.5119288261966363
222,0.46658252431579483
223,0.4255310761261242
224,0.3921902741291913
225,0.3688808883069793
226,0.35680667842183017
227,0.35586393395479343
228,0.36457105532108686
229,0.38036026937871587
230,0.4001888299609376
231,0.4212247235565077
232,0.4414232669532501
233,0.45996107427140964
234,0.4775314883137317
235,0.49643342428254467
236,0.5201896895917616
237,0.5521292385932673
238,0.5928873817288418
239,0.6390231259449811
240,0.6850274314181626
241,0.726578117756862
242,0.7619089323714117
243,0.7913625000634602
244,0.8164209063593748
245,0.8388542862162875
246,0.8601126298762851
247,0.880980933126992
248,0.9015176665918858
249,0.9212510878682117
250,0.9395147947531086
251,0.9557254499979697
252,0.9694231472284298
253,0.9799944563066341
254,0.9860609417078074
255,0.9846712646864932
256,0.9712797110079369
257,0.9421168843595188
258,0.8973501633015787
259,0.8408844348298907
260,0.7776166753395736
261,0.7115051918241753
262,0.6451249788437824
263,0.5799319736368365
264,0.5166794752761882
265,0.4557738053158214
266,0.397501231031421
267,0.3421216610589899
268,0.2898700707366391
269,0.24092699888189856
270,0.19540706011694445
271,0.1533893172893691
272,0.11500253387377476
273,0.08058321555649947
274,0.050908059937725667
275,0.027456645890495637
276,0.012682760874302037
277,0.010272645597031492
278,0.02503091410335232
279,0.061515180110431084
280,0.12090542004099958
281,0.19812001894739256
282,0.2829721343380723
283,0.36495001183765036
284,0.43688251724938504
285,0.49544266448743923
286,0.5399894925537104
287,0.5713246467465749
288,0.5908754558164152
289,0.6002640680651253
290,0.6011210734216608
291,0.5950448783345638
292,0.5836568812003954
293,0.5687240384377079
294,0.5523323065696139
295,0.5370980649015061
296,0.5263364532558811
297,0.5239362926683876
298,0.53359740054682
299,0.5574451120853027
300,0.5946072221948869
301,0.6403350660346934
302,0.6866420565277989
303,0.7256048923778706
304,0.7531593965312309
305,0.7697769361133006
306,0.7785519240610429
307,0.7832305014391423
308,0.7871401367138012
309,0.7927677482339617
310,0.8016124667687113
311,0.8141483434123999
312,0.8298984457389
313,0.8476612276948841
314,0.8658391135565341
315,0.8826485619434361
316,0.895880740597266
317,0.9021296728001904
318,0.8964078619623704
319,0.8742131403807893
320,0.8355883945409639
321,0.7856615576615263
322,0.730859658079499
323,0.6760315523279288
324,0.6239244769660945
325,0.5755978036950485
326,0.5309312569893596
327,0.48907998494693283
328,0.4489053586336478
329,0.4093741915549713
330,0.3698539587656625
331,0.33022405488912165
332,0.2908014636784456
333,0.25218647750580686
334,0.21517888307358954
335,0.18086928927430906
336,0.15090733147984228
337,0.1278156393734891
338,0.11510665064337255
339,0.11693022633424568
340,0.13692230043224393
341,0.17630237574528584
342,0.23251234481617142
343,0.2999087743658748
344,0.3719615055275315
345,0.44306389725734424
346,0.5091387550847096
347,0.5674895386856313
348,0.6164953931095004
349,0.6553890621855488
350,0.6840996454074783
351,0.7031017731984799
352,0.7132733013751882
353,0.7158068199473004
354,0.7122134486911028
355,0.7044165751827959
356,0.6948789993228084
357,0.6866571483437225
358,0.6832182397960398
359,0.6878664189382483
360,0.7028420456670897
361,0.7283354252377469
362,0.7614921980673597
363,0.7957395417048477
364,0.8220102988490663
365,0.832863794039556
366,0.8262254599399992
367,0.8050259366608906
368,0.7743413185863686
369,0.7391657783843173
370,0.7035553100993128
371,0.6705343305896458
372,0.6421950550381141
373,0.6197188887440302
374,0.6032533537368934
375,0.5917185306878194
376,0.5827192866410493
377,0.5727529231597825
378,0.5578381474158244
379,0.5346711160440107
380,0.5021626753950458
381,0.46233356903622025
382,0.4194509144789068
383,0.3782170667297176
384,0.3427027432635381
385,0.3162261120443404
386,0.3014119788393362
387,0.299938567950527
388,0.3120254323079753
389,0.33611972200244483
390,0.3692159796324281
391,0.40773186450610593
392,0.4484372553666463
393,0.4890633470818172
394,0.5285789861504581
395,0.567229044347225
396,0.6062385564703551
397,0.6468866351024704
398,0.6890084824215125
399,0.7301891647853167
400,0.7669770362148853
401,0.7969396680487223
402,0.8195745899019171
403,0.8360275884119092
404,0.8484508408608504
405,0.8593882755845395
406,0.8711961303302141
407,0.8854780019525194
408,0.9026127763688432
409,0.9215127448490487
410,0.9397464491686813
411,0.9540719742365338
412,0.9611759217617032
413,0.958187847697935
414,0.9427802495963681
415,0.9133403675050572
416,0.8698544565455056
417,0.8148009342687653
418,0.7524814239150617
419,0.687278685790432
420,0.6225150572351189
421,0.5602340640236655
422,0.5013947582260103
423,0.4461430219910251
424,0.3940953803316096
425,0.34465367238048417
426,0.2973206726927138
427,0.2519226320890923
428,0.20866213444717244
429,0.16802636895603498
430,0.13066669142467127
431,0.09736984222060044
432,0.06919121744964526
433,0.047775754331051724
434,0.035820539333359186
435,0.03742799310963729
436,0.05768155948950978
437,0.10045459050476413
438,0.16478679675537436
439,0.2433953124982514
440,0.32596522773210285
441,0.4037656238682705
442,0.47153950040715475
443,0.5269826708752722
444,0.5696316797454616
445,0.600032271945485
446,0.619264664989466
447,0.6286894163350026
448,0.6298095678698566
449,0.6242073404784755
450,0.6135513576545225
451,0.5996873652384174
452,0.5848222989600245
453,0.5717648071051733
454,0.5640568136025219
455,0.5656435384603743
456,0.5797953188121115
457,0.6076080294501232
458,0.6467551513609426
459,0.6909744562262187
460,0.7315291019802556
461,0.7611967538938286
462,0.7775093281226797
463,0.7823733994719819
464,0.7797448667509519
465,0.7737784650469935
