step,pred
0,0.6130571238648503
1,0.5531004856179198
2,0.49561420511151066
3,0.43975836349608954
4,0.38403332357734543
5,0.3266596819882568
6,0.2658473534862025
7,0.19974507845548795
8,0.12593187886162394
9,0.040415715143752085
10,-0.0640158088519831
11,-0.2010523881116026
12,-0.3995219525037254
13,-0.7329950426478531
14,-1.4580462286165035
15,-4.158463349457775
16,-45.548976102917784
17,-51690.75576181855
18,-76212258796149.27
19,-2.4429658461118397e+41
20,-8.046278879089392e+123
21,-8.046278879089392e+123
22,-8.046278879089392e+123
23,-8.046278879089392e+123
24,-8.046278879089392e+123
25,-8.046278879089392e+123
26,-8.046278879089392e+123
27,-8.046278879089392e+123
28,-8.046278879089392e+123
29,-8.046278879089392e+123
30,-8.046278879089392e+123
31,-8.046278879089392e+123
32,-8.046278879089392e+123
33,-8.046278879089392e+123
34,-8.046278879089392e+123
35,-8.046278879089392e+123
36,-8.046278879089392e+123
37,-8.046278879089392e+123
38,-8.046278879089392e+123
39,-8.046278879089392e+123
40,-8.046278879089392e+123
41,-8.046278879089392e+123
42,-8.046278879089392e+123
43,-8.046278879089392e+123
44,-8.046278879089392e+123
45,-8.046278879089392e+123
46,-8.046278879089392e+123
47,-8.046278879089392e+123
48,-8.046278879089392e+123
49,-8.046278879089392e+123
50,-8.046278879089392e+123
51,-8.046278879089392e+123
52,-8.046278879089392e+123
53,-8.046278879089392e+123
54,-8.046278879089392e+123
55,-8.046278879089392e+123
56,-8.046278879089392e+123
57,-8.046278879089392e+123
58,-8.046278879089392e+123
59,-8.046278879089392e+123
60,-8.046278879089392e+123
61,-8.046278879089392e+123
62,-8.046278879089392e+123
63,-8.046278879089392e+123
64,-8.046278879089392e+123
65,-8.046278879089392e+123
66,-8.046278879089392e+123
67,-8.046278879089392e+123
68,-8.046278879089392e+123
69,-8.046278879089392e+123
70,-8.046278879089392e+123
71,-8.046278879089392e+123
72,-8.046278879089392e+123
73,-8.046278879089392e+123
74,-8.046278879089392e+123
75,-8.046278879089392e+123
76,-8.046278879089392e+123
77,-8.046278879089392e+123
78,-8.046278879089392e+123
79,-8.046278879089392e+123
80,-8.046278879089392e+123
81,-8.046278879089392e+123
82,-8.046278879089392e+123
83,-8.046278879089392e+123
84,-8.046278879089392e+123
85,-8.046278879089392e+123
86,-8.046278879089392e+123
87,-8.046278879089392e+123
88,-8.046278879089392e+123
89,-8.046278879089392e+123
90,-8.046278879089392e+123
91,-8.046278879089392e+123
92,-8.046278879089392e+123
93,-8.046278879089392e+123
94,-8.046278879089392e+123
95,-8.046278879089392e+123
96,-8.046278879089392e+123
97,-8.046278879089392e+123
98,-8.046278879089392e+123
99,-8.046278879089392e+123
100,-8.046278879089392e+123
101,-8.046278879089392e+123
102,-8.046278879089392e+123
103,-8.046278879089392e+123
104,-8.046278879089392e+123
105,-8.046278879089392e+123
106,-8.046278879089392e+123
107,-8.046278879089392e+123
108,-8.046278879089392e+123
109,-8.046278879089392e+123
110,-8.046278879089392e+123
111,-8.046278879089392e+123
112,-8.046278879089392e+123
113,-8.046278879089392e+123
114,-8.046278879089392e+123
115,-8.046278879089392e+123
116,-8.046278879089392e+123
117,-8.046278879089392e+123
118,-8.046278879089392e+123
119,-8.046278879089392e+123
120,-8.046278879089392e+123
121,-8.046278879089392e+123
122,-8.046278879089392e+123
123,-8.046278879089392e+123
124,-8.046278879089392e+123
125,-8.046278879089392e+123
126,-8.046278879089392e+123
127,-8.046278879089392e+123
128,-8.046278879089392e+123
129,-8.046278879089392e+123
130,-8.046278879089392e+123
131,-8.046278879089392e+123
132,-8.046278879089392e+123
133,-8.046278879089392e+123
134,-8.046278879089392e+123
135,-8.046278879089392e+123
136,-8.046278879089392e+123
137,-8.046278879089392e+123
138,-8.046278879089392e+123
139,-8.046278879089392e+123
140,-8.046278879089392e+123
141,-8.046278879089392e+123
142,-8.046278879089392e+123
143,-8.046278879089392e+123
144,-8.046278879089392e+123
145,-8.046278879089392e+123
146,-8.046278879089392e+123
147,-8.046278879089392e+123
148,-8.046278879089392e+123
149,-8.046278879089392e+123
150,-8.046278879089392e+123
151,-8.046278879089392e+123
152,-8.046278879089392e+123
153,-8.046278879089392e+123
154,-8.046278879089392e+123
155,-8.046278879089392e+123
156,-8.046278879089392e+123
157,-8.046278879089392e+123
158,-8.046278879089392e+123
159,-8.046278879089392e+123
160,-8.046278879089392e+123
161,-8.046278879089392e+123
162,-8.046278879089392e+123
163,-8.046278879089392e+123
164,-8.046278879089392e+123
165,-8.046278879089392e+123
166,-8.046278879089392e+123
167,-8.046278879089392e+123
168,-8.046278879089392e+123
169,-8.046278879089392e+123
170,-8.046278879089392e+123
171,-8.046278879089392e+123
172,-8.046278879089392e+123
173,-8.046278879089392e+123
174,-8.046278879089392e+123
175,-8.046278879089392e+123
176,-8.046278879089392e+123
177,-8.046278879089392e+123
178,-8.046278879089392e+123
179,-8.046278879089392e+123
180,-8.046278879089392e+123
181,-8.046278879089392e+123
182,-8.046278879089392e+123
183,-8.046278879089392e+123
184,-8.046278879089392e+123
185,-8.046278879089392e+123
186,-8.046278879089392e+123
187,-8.046278879089392e+123
188,-8.046278879089392e+123
189,-8.046278879089392e+123
190,-8.046278879089392e+123
191,-8.046278879089392e+123
192,-8.046278879089392e+123
193,-8.046278879089392e+123
194,-8.046278879089392e+123
195,-8.046278879089392e+123
196,-8.046278879089392e+123
197,-8.046278879089392e+123
198,-8.046278879089392e+123
199,-8.046278879089392e+123
200,-8.046278879089392e+123
201,-8.046278879089392e+123
202,-8.046278879089392e+123
203,-8.046278879089392e+123
204,-8.046278879089392e+123
205,-8.046278879089392e+123
206,-8.046278879089392e+123
207,-8.046278879089392e+123
208,-8.046278879089392e+123
209,-8.046278879089392e+123
210,-8.046278879089392e+123
211,-8.046278879089392e+123
212,-8.046278879089392e+123
213,-8.046278879089392e+123
214,-8.046278879089392e+123
215,-8.046278879089392e+123
216,-8.046278879089392e+123
217,-8.046278879089392e+123
218,-8.046278879089392e+123
219,-8.046278879089392e+123
220,-8.046278879089392e+123
221,-8.046278879089392e+123
222,-8.046278879089392e+123
223,-8.046278879089392e+123
224,-8.046278879089392e+123
225,-8.046278879089392e+123
226,-8.046278879089392e+123
227,-8.046278879089392e+123
228,-8.046278879089392e+123
229,-8.046278879089392e+123
230,-8.046278879089392e+123
231,-8.046278879089392e+123
232,-8.046278879089392e+123
233,-8.046278879089392e+123
234,-8.046278879089392e+123
235,-8.046278879089392e+123
236,-8.046278879089392e+123
