step,pred
0,0.09321234367372
1,0.4346572293772262
2,0.7581426259669453
3,0.6360677643192121
4,0.909930550363562
5,0.3361108411995417
6,0.9171172527392475
7,0.22621136866316505
8,0.7418221568302883
9,0.6101887399567634
10,0.9221014154083669
11,0.2936433044247533
12,0.8646471283296115
13,0.3588435766842757
14,0.9278041982716152
15,0.20354807582345735
16,0.6995421185449127
17,0.6671302350772983
18,0.8515707429741122
19,0.5057490383356491
20,1.0029131984625916
21,-0.005203317056341916
22,0.12286799615532562
23,0.22528017038475223
24,0.505290014465559
25,0.8131735420609134
26,0.5474039790785392
27,0.9799475594171625
28,0.09426835414347323
29,0.43775057558208097
30,0.7520910081598391
31,0.6496611798865608
32,0.8945724945014275
33,0.385532155232422
34,0.962647435562161
35,0.09772044129956114
36,0.44280511729329675
37,0.7629522601635861
38,0.630581022754102
39,0.9168114892248056
40,0.31449771978134144
41,0.8900196605717117
42,0.29670779648805023
43,0.8560171315097502
44,0.38668650151661055
45,0.951106527083315
46,0.13898120215825926
47,0.5528678604384893
48,0.7779523472793048
49,0.6322722618330712
50,0.92063113187666
51,0.30488014930990737
52,0.8782324049281041
53,0.3278285509547594
54,0.895177433598314
55,0.2909295135204122
56,0.8490635550506811
57,0.4003144437138495
58,0.9589158532619564
59,0.11861952806037124
60,0.5018192187367276
61,0.7805422173856851
62,0.6119560896418541
63,0.9384220574374602
64,0.24425611566434213
65,0.7840861846856138
66,0.5317413790623693
67,0.9746850487390049
68,0.10494282588255643
69,0.46978647647006877
70,0.7711116794256432
71,0.6205322163696039
72,0.9286758156038495
73,0.2764009008725008
74,0.8381346413293462
75,0.42082646490868925
76,0.9705417594734573
77,0.08640920737552804
78,0.41385922880113934
79,0.7408232694661327
80,0.659703457071001
81,0.8790551738764609
82,0.43110612266347914
83,0.990492408321014
84,0.018241101410577443
85,0.2014398082811235
86,0.42310920946649144
87,0.7793579453285702
88,0.5970997899365287
89,0.9448486698408924
90,0.22079990899371005
91,0.7395554730331897
92,0.6076077123954997
93,0.924234316036479
94,0.2895370503854515
95,0.8588067608415804
96,0.3721044879040001
97,0.9391349336541968
98,0.17248105052208196
99,0.63382281928775
100,0.735641601927389
101,0.7332127643343549
102,0.7754168825941328
103,0.6947044597396914
104,0.8428765638430686
105,0.5326794746230625
106,0.9964725247688957
107,0.025438297698846313
108,0.22732180221132214
109,0.47836042672219836
110,0.808189260143922
111,0.5511681447627383
112,0.9796342187469183
113,0.09424829916411781
114,0.43851161021686824
115,0.7557188935363062
116,0.6430547422395607
117,0.9019441105176966
118,0.36181375940836524
119,0.9425376352836405
120,0.15520582604610667
121,0.5910673865884295
122,0.7672032416870795
123,0.66429006195653
124,0.8832612088944289
125,0.41881010730750035
126,0.9854077781677146
127,0.03071267324262017
128,0.24224397513188034
129,0.5096522152915268
130,0.8144899225452678
131,0.5465307646674376
132,0.9830528355633561
133,0.07976733493662636
134,0.3970140911902016
135,0.7248758010723844
136,0.6840689216902449
137,0.8447827650118533
138,0.5266468485232298
139,0.9955373333814839
140,0.02774235808738368
141,0.23522433396249554
142,0.4940137310423127
143,0.8131499888013938
144,0.5467458506176142
145,0.981956736921906
146,0.08355780798941304
147,0.4071831844158904
148,0.7323904390112324
149,0.6750528137249567
150,0.8590421662565966
151,0.48854349220895976
152,1.0007418231644616
153,-0.0011864339435696536
154,0.13821200339031137
155,0.2674071125512416
156,0.5843833009451487
157,0.8010071309125912
158,0.5978213351740465
159,0.949730827339418
160,0.20829370516351986
161,0.7120866346574664
162,0.6484828979041906
163,0.8778823768557089
164,0.4339752236963328
165,0.9916339169273947
166,0.013713300870190182
167,0.18775906408184095
168,0.3911281713239143
169,0.7519923207162069
170,0.6405965975426504
171,0.8991562396559019
172,0.371530459354636
173,0.9482622730240386
174,0.1440057809417361
175,0.5621888923309042
176,0.7771234840841599
177,0.6371523055949524
178,0.9142636618112983
179,0.32399909150883843
180,0.9027748413004986
181,0.2655833792711437
182,0.8111150377733809
183,0.48491368965944837
184,0.9843219484271071
185,0.05858210655451046
186,0.3338228542245121
187,0.6553789090310262
188,0.7573841436662585
189,0.7071194699802081
190,0.8208265725455259
191,0.5889447245784911
192,0.9634306308041296
193,0.15701415217114345
194,0.6028451331416411
195,0.7591991937263174
196,0.6820528721784687
197,0.8577946449687133
198,0.4911813947291783
199,1.0022482318349581
200,-0.005227252103418678
201,0.12398755779412607
202,0.22884216512586342
203,0.5116184280016949
204,0.8129980927585292
205,0.5498087396415423
206,0.9783179514291724
207,0.10171635888715258
208,0.4584036335389978
209,0.7632671496973478
210,0.6352094385344413
211,0.9121448215977406
212,0.33070652559871405
213,0.9097941567532377
214,0.2456455740541692
215,0.777535618837895
216,0.549416917315412
217,0.9682567739747103
218,0.13058281172657438
219,0.5367829155433528
220,0.7780600917502225
221,0.6267341575712564
222,0.9256486877710008
223,0.28694267363197135
224,0.8522906049600092
225,0.3895347183578437
226,0.9519694083097683
227,0.13868654818853443
228,0.552274011890888
229,0.7783004540209832
230,0.6305027147539946
231,0.9218624611941779
232,0.30038133834909075
233,0.8720668767499422
234,0.3431431284682347
235,0.9118175812013423
236,0.24760656316819585
237,0.7810607446575739
238,0.5402435871772164
239,0.9702839963994752
240,0.1219960609120907
241,0.5152216577506197
242,0.7806171097385475
243,0.6155596198581463
244,0.936099492535039
245,0.25161836986149666
246,0.7970231648555517
247,0.5069205227694518
248,0.9819941799366578
249,0.07251678768269443
250,0.3764317262614467
251,0.706760798171918
252,0.7034108277437134
253,0.8114683437574852
254,0.6107425543274108
255,0.9457870781077471
256,0.21861851859960169
257,0.7370986455190707
258,0.614251611357922
259,0.918079337121334
260,0.3061159900028496
261,0.8821334129887619
262,0.3150141808007145
263,0.8805438577150122
264,0.3268865510292116
265,0.8964782216327194
266,0.2853545167752447
267,0.841182275078193
268,0.4184336994994773
269,0.9693090997208991
270,0.08938286396270989
271,0.4214361670033737
272,0.7470519308003896
273,0.6516252847686088
274,0.89006396171518
275,0.3981302632673618
276,0.9727917356365055
277,0.06807576151923911
278,0.35739490775992433
279,0.6901275491442522
280,0.7225873851768432
281,0.7763631895971068
282,0.6897712832128251
283,0.8498084860345099
284,0.5142433604274519
285,1.0028356634777724
286,-0.00251108557576174
287,0.13342696596677683
288,0.25438040646870164
289,0.5614955687419911
290,0.8084048102564978
291,0.5733489704322956
292,0.9687304208432073
293,0.13850863531729019
294,0.5557387893607775
295,0.7741211989382064
296,0.6417790620153241
297,0.9100826431980424
298,0.33660930097356356
299,0.9176065694675
300,0.22373093408125122
301,0.7386332456972191
302,0.6146530226461886
303,0.9184123598078493
304,0.30641654590312584
305,0.8821687755319907
306,0.3157816328758418
307,0.8808800832610277
308,0.32656920035726245
309,0.8952829711697694
310,0.28898369481555974
311,0.8460982249605724
312,0.40815889845550224
313,0.9640602374969189
314,0.10511721502403226
315,0.465394735044379
316,0.770874733536294
317,0.6205821349157228
318,0.9277389296955034
319,0.279928417985543
320,0.8425621790023152
321,0.41130294459171246
322,0.9655156838942212
323,0.10041649990338719
324,0.4528711985410654
325,0.7650469987415951
326,0.627216110551748
327,0.920390241848823
328,0.30366592093732336
329,0.8777529650069074
330,0.3276913349084385
331,0.895975992500226
332,0.28821076889871833
333,0.8462941416703504
334,0.4057643821786332
335,0.9628110754401193
336,0.1064161718440424
337,0.4697358455941574
338,0.7724396895006347
339,0.6185333229193226
340,0.9305343902496617
341,0.27036948304195896
342,0.8278782043459953
343,0.4432706137931355
344,0.9787320935957364
345,0.06540336209800302
346,0.3530365058143401
347,0.6811452214808922
348,0.7321293595892433
349,0.7588962456917567
350,0.727275933065652
351,0.7885061067241939
352,0.6660693260626616
353,0.886039954600589
354,0.4119627856387513
355,0.9841055985836462
356,0.031513362912882315
357,0.2443337021187304
358,0.513702539641832
359,0.8144110689173978
360,0.5473287767969968
361,0.9840285197672527
362,0.07746998534471672
363,0.3904714140620307
364,0.7195281127626183
365,0.6900923219956985
366,0.8342682737860283
367,0.5532852731622135
368,0.9851861865054499
369,0.0711964774841185
370,0.37183601377505227
371,0.705599802221859
372,0.706255263349207
373,0.8070599097156901
374,0.6203951310564104
375,0.9360377549838308
376,0.25142712166161374
377,0.79804708083911
378,0.5070131840696988
379,0.9832119036338511
380,0.06655024866370596
381,0.3583165810419997
382,0.6873464693520868
383,0.7257282884250396
384,0.7716061523815707
385,0.7013568181862553
386,0.8322484566179913
387,0.5609300174900813
388,0.9842318067039546
389,0.0769621745768081
390,0.3880141370767589
391,0.7219114212334308
392,0.6836888743570242
393,0.8424814642091869
394,0.5310500724845344
395,0.9953498378972139
396,0.031020631838901025
397,0.245810295877388
398,0.5161044142812532
399,0.8167273047710628
400,0.5435548979836238
401,0.98455503479029
402,0.07251108453817423
403,0.3758749563558039
404,0.7056944361668291
405,0.7075679293927797
406,0.8061202520476867
407,0.6235977646389532
408,0.9327304559860128
409,0.26209821963366764
410,0.8165693971789096
411,0.4688746181769954
412,0.98573072174276
413,0.04608790261836404
414,0.2947993689879045
415,0.5994703621199342
416,0.7955676445295268
417,0.6146601806926864
418,0.9396751122576514
419,0.2400431808786898
420,0.7753507364024275
421,0.548705394797997
422,0.9675600723011835
423,0.13326260712063132
424,0.5440691671978035
425,0.7781270385339116
426,0.6283960040490921
427,0.9248744801654727
428,0.28976402825736614
429,0.8583079619100102
430,0.3750091465201937
431,0.9419201675901281
432,0.16517684332161053
433,0.6158413959233213
434,0.749193044612646
435,0.7036149477645761
436,0.8258561562150799
437,0.5774356085243131
438,0.9734633561400603
439,0.11869208947812027
440,0.5057180402559354
441,0.7839458546737195
442,0.6055060878496565
443,0.9444320236484618
444,0.22120595031929824
445,0.7413434598644688
446,0.6057302822755428
447,0.9259860952173327
448,0.282590509380654
449,0.8487185539876059
450,0.39639693711402835
