t,y_true,y_pred
0,0.049784625140461614,0.053812508539607506
1,0.0013709587927728992,0.011511374150245501
2,0.08551390094729337,0.11298870771258862
3,0.24344961991167963,0.2725351015765085
4,0.38222630966067217,0.40213940990938113
5,0.4725265917504155,0.48640266071657123
6,0.5254704667970491,0.5352598018314794
7,0.5590131121277306,0.5673023431219821
8,0.5869839101847718,0.5965433772649007
9,0.6185297705216263,0.6294842572951147
10,0.6595045486066801,0.6698176637615596
11,0.7124291228061441,0.7207672024162655
12,0.7733297755750043,0.7811952657074706
13,0.8262625720939465,0.8374077276403646
14,0.8448065102262083,0.8611934964103618
15,0.8129256507793877,0.8314675144868708
16,0.7455455953190475,0.7621088179041777
17,0.6740882254758579,0.688233645555826
18,0.619645533021966,0.6341560053101283
19,0.5873574476576816,0.6049554203646643
20,0.5743202331823668,0.5947321939673884
21,0.5765575287883622,0.5967794356593643
22,0.5919602246201752,0.608763583881565
23,0.6207530718558334,0.6325352292546214
24,0.6646381649989985,0.6715367551034177
25,0.7241952806024619,0.7274046160884247
26,0.7928732959546377,0.794274153912216
27,0.8487768697068452,0.8502736756270792
28,0.8586512679738343,0.8594908842196887
29,0.8089853674938885,0.8058786579379671
30,0.7262507099734785,0.7190998302154163
31,0.6479865793968748,0.6390160589669378
32,0.5929545232761432,0.5837352090841996
33,0.5621240996885848,0.5534141375201749
34,0.5500118535052242,0.5414434080839783
35,0.5516034899111499,0.5422317094654687
36,0.5645506735150716,0.5541337145299252
37,0.5892945424988606,0.5786548772234568
38,0.6285239148196562,0.6187698586219348
39,0.685746810653283,0.677468979265047
40,0.7608958300559526,0.7543944029596013
41,0.8399967312273053,0.8363293572992134
42,0.8856284861681307,0.8851835022577745
43,0.8591359561748155,0.8571529473294142
44,0.7706553077322097,0.7627908086935093
45,0.670067457427751,0.6580286629817316
46,0.5926642208309174,0.5792337012549673
47,0.5450419661368033,0.5328884952699617
48,0.5202996995447441,0.5108163402098391
49,0.5101137955441366,0.5025997083254587
50,0.5088505730341601,0.5021830266964713
51,0.5138612891901336,0.5080870625479292
52,0.5248670231162743,0.5209130870405332
53,0.5435472711594904,0.5419155401360953
54,0.573556408264962,0.5734381337754222
55,0.6207018299388065,0.6200777715105552
56,0.6920342870380566,0.6886923792221893
57,0.7897001167366506,0.7833352349961338
58,0.8921289105091229,0.8869716623821517
59,0.9358431801792508,0.9359735501877111
60,0.8683030070890754,0.866756535919297
61,0.7325810258974721,0.7271032037891629
62,0.6068832405709726,0.602251277703072
63,0.5221520273667838,0.5219074461192008
64,0.472386228423431,0.4798664437480369
65,0.4427292850745761,0.4574895608335474
66,0.4207971649446048,0.43866093345389956
67,0.39798148313030673,0.41525747608481467
68,0.36792460415080097,0.38371033685336187
69,0.32514490301183424,0.34026577890750787
70,0.26535735741060645,0.28027409185967755
71,0.18974301154736006,0.20341312786217003
72,0.11515759646478332,0.12580417747421535
73,0.08015009884374612,0.08874139776605716
74,0.11684448364927792,0.12666133896599518
75,0.2072108644396661,0.2145684478174701
76,0.3028727445456003,0.3035282642568795
77,0.37398924920171656,0.3701381851655565
78,0.4166409515045492,0.4111746738425346
79,0.437859342335975,0.4327143680628822
80,0.4452168251604544,0.44199534412087793
81,0.4434951454846053,0.44276452372382025
82,0.4345229653758102,0.43554631144863976
83,0.4176795524001716,0.41934598052239735
84,0.3901696748754098,0.39211510969543895
85,0.34707807037639843,0.35006933016114417
86,0.28216245406801854,0.2875121189805867
87,0.1926052005812328,0.20057048438479796
88,0.09392404488675633,0.10167428427735814
89,0.03835300936074954,0.04271936690333433
90,0.0817554920778915,0.08598923746822784
91,0.20190863697327596,0.2055405723213255
92,0.32591912154359187,0.32845950964608583
93,0.41448211719137584,0.41802670502754324
94,0.4674614441900455,0.470489896807031
95,0.4976932749010643,0.5000173681926317
96,0.5172239848945371,0.5211625665393278
97,0.5345311334151761,0.5413584855883293
98,0.5556134885745754,0.5640882801414122
99,0.5856603415964652,0.5935237691677173
100,0.6301473729861745,0.636051794945157
101,0.6942806311666274,0.698667519786742
102,0.7780038338183801,0.7833952232281547
103,0.8628970598303735,0.8739807185706923
104,0.9022091377094814,0.9219474630078679
105,0.856220051589885,0.8791340989817087
106,0.7498510101213886,0.7695810523030779
107,0.6422927872806725,0.6570714376748938
108,0.5652122697565364,0.5757959799636758
109,0.5194767088885345,0.528436221282238
110,0.49511265329935544,0.5032067782123057
111,0.4825871172179869,0.48809740375362765
112,0.4755361209790601,0.47717769670295596
113,0.47020378192829176,0.4689784811486959
114,0.4642710759111871,0.46265746928870044
115,0.45586793415770593,0.4560144880395889
116,0.44280458322186117,0.44547551323770307
117,0.421854305914315,0.426559877750897
118,0.3879531483156936,0.3937865191874579
119,0.3335261878894122,0.34003823420409063
120,0.24963988275240467,0.25709287856462026
121,0.13544876373336506,0.1436014315915486
122,0.02645630184989338,0.03364963224169415
123,0.009429428151892086,0.0218607546879106
124,0.12271572112322254,0.14692634565153995
125,0.2831441096790432,0.3048761291474449
126,0.41040343515118594,0.4269596169337593
127,0.48974134622954946,0.5020315200240493
128,0.5362965890604162,0.5434616884357997
129,0.5674590787849646,0.5718727950921387
130,0.5957867841455705,0.6003633902519248
131,0.6294678114759542,0.634189466326756
132,0.673544664658139,0.6764183145483784
133,0.7291579704409773,0.7293041429510936
134,0.789511087898803,0.7890345572067403
135,0.8350702784017674,0.8377747899442447
136,0.8398552931265809,0.8468163569706455
137,0.7957732363354452,0.8036185477659643
138,0.7249332681402952,0.7306067315024976
139,0.6574901291918427,0.6614888626541351
140,0.6095984452123189,0.6149406106599038
141,0.5833280961086302,0.5923544349226759
142,0.5750764914694941,0.587115331504446
143,0.5813113111082914,0.5935114315100982
144,0.6006294753282904,0.6103173615331876
145,0.6337904759250884,0.6398024602913601
146,0.682437691704168,0.6849716298283681
147,0.7456273793609406,0.7457032712704219
148,0.812712022161928,0.8119525046662588
149,0.8568667144603872,0.856332393385113
150,0.8474780652220197,0.8450679491420807
151,0.7839626369089521,0.7769589276753557
152,0.7002353838314307,0.6897558458905593
153,0.6290778733206164,0.6172150928468056
154,0.5825077362265021,0.5705846107213581
155,0.558514197016586,0.5470396023530704
156,0.5514550199461066,0.539877035976339
157,0.5571762357264846,0.5447460324399884
158,0.5743196042631226,0.5611777984452502
159,0.6041606562915439,0.5912821383854201
160,0.6498208732864429,0.6381305881434045
161,0.7140039904082052,0.7038654944891896
162,0.792565123881656,0.7844016583132642
163,0.8627894675462062,0.8576749082653841
164,0.8823397026442931,0.8788414259134036
165,0.8278844624209855,0.8203529034683221
166,0.7302844201090906,0.7173556799143768
167,0.6377742112916306,0.622233336546433
168,0.5731868880287386,0.5577360322235414
169,0.5360958775460426,0.5229230474555102
170,0.5184273893065111,0.5078387150462227
171,0.5129553316400263,0.503693747937497
172,0.5154744818305991,0.5067131889007754
173,0.5245834228729078,0.5167874531517889
174,0.5411468908516257,0.5351985651658921
175,0.5680932420327659,0.564026255377815
176,0.6104756040066303,0.6069795158634435
177,0.6748860808157227,0.6698871863614606
178,0.7650734017537117,0.7574794493567865
179,0.8670982474027424,0.8594975939405174
180,0.928608519142624,0.9254822803735152
181,0.8886989523435253,0.8854948029037786
182,0.7662544362778911,0.7584748887559769
183,0.6376141803049888,0.6299189509978476
184,0.5452948957504992,0.5416004648621602
185,0.48987768608346455,0.49361995482599497
186,0.45791360385606134,0.4695831147559204
