t,true_x,true_y,true_z,pred_x,pred_y,pred_z
0,0.049784625140461614,0.0017324103744385533,0.5823459713575887,0.050786244156329485,0.008719702797077122,0.5806715101542318
1,0.001370958792772936,0.13864347133826765,0.8733153517651842,0.003260742749054857,0.13751418647698133,0.8755797903364889
2,0.08551390094729339,0.38625348562497797,0.9330413668807251,0.086007210519362,0.3895715798810886,0.9291235544067009
3,0.24344961991167963,0.5336758225036661,0.8064574914703442,0.24360253568257895,0.510227446343746,0.8080334402764779
4,0.38222630966067217,0.5709803601319163,0.6657915652749657,0.38346694430168327,0.5769650136448945,0.6646646843764343
5,0.4725265917504155,0.5697542742045688,0.5594324330711136,0.47171778924760377,0.5702604020191862,0.5630773980657737
6,0.5254704667970491,0.5674058757431802,0.479424961652919,0.5272529311536688,0.5628669481700737,0.47851188807666434
7,0.5590131121277306,0.5751525278756203,0.41737632416251164,0.5610346657703499,0.5735457447567578,0.4148930639320083
8,0.5869839101847718,0.5955880637312543,0.37122804292216555,0.587451960462939,0.5972930596252697,0.3691700299774896
9,0.6185297705216263,0.6296631854423904,0.3436236992824283,0.6185354171975587,0.6307500799094257,0.34202640025754505
10,0.6595045486066801,0.6774122665625057,0.34179844528136544,0.6598610432492188,0.6772021985317331,0.3400863203129423
11,0.712429122806144,0.7342723975118373,0.37778655473078665,0.7132556965863309,0.7339807582930864,0.37566939637902896
12,0.7733297755750043,0.7834559456651378,0.46327051990145246,0.7743169591612721,0.7843626405325361,0.46131074740091593
13,0.8262625720939465,0.7924277265187528,0.5901112321328925,0.8268996295237648,0.7943073136198184,0.5895572608234342
14,0.8448065102262082,0.7364056227899731,0.7075873030169861,0.8448987391076316,0.7374522349582526,0.7086397977739014
15,0.8129256507793877,0.6403190234805075,0.7519467251157137,0.8123522161921987,0.6389966241496978,0.7541494912993748
16,0.7455455953190475,0.5601321016568791,0.7160635155295387,0.7448306625320366,0.5572101033415735,0.7184223746294488
17,0.6740882254758579,0.5207638406800388,0.6409717719984911,0.674852628884186,0.5205667682496418,0.6399427733737968
18,0.6196455330219659,0.51249799349952,0.560084672431225,0.621599626209801,0.5173977589170686,0.5560050143584088
19,0.5873574476576816,0.5202461325337582,0.48596682722783596,0.589010695683457,0.5267277429247534,0.48237203553548835
20,0.5743202331823668,0.5360718854598011,0.4216332337258722,0.5752590427180907,0.5394802358122308,0.4198426687438843
21,0.5765575287883622,0.5584469982773111,0.36830031530052026,0.5773807158321121,0.5588829212507047,0.3672445198451286
22,0.5919602246201752,0.5893421839272104,0.3282205399194285,0.5929484038066829,0.5881343282473823,0.3270118443997938
23,0.6207530718558334,0.6320790973555849,0.30638058641198873,0.6219227463333493,0.629967346301652,0.30478940066579296
24,0.6646381649989985,0.6888114231972493,0.3126079847699632,0.6659392594776127,0.6865486098557301,0.3105708629435624
25,0.7241952806024619,0.7548481066571706,0.3627960709182736,0.7255444331553801,0.7535998378078945,0.3603836265489251
26,0.7928732959546378,0.8081226677260974,0.47173579168867213,0.7939676345775079,0.8088523918970094,0.46985203930588715
27,0.8487768697068452,0.8061098994253502,0.6246131291202117,0.8491632313062817,0.8077361951154498,0.624732633122098
28,0.8586512679738343,0.7245754016519504,0.749637110968445,0.8584382869197261,0.7248635420310001,0.751282052883966
29,0.8089853674938884,0.6096948129260307,0.7754613800955747,0.8079250432517563,0.6071983659285625,0.778382981800656
30,0.7262507099734785,0.5289016682732457,0.7160365934879469,0.7253195330945047,0.5252070605554988,0.7187797862943581
31,0.6479865793968748,0.496790262609083,0.627126029056944,0.6489076353116242,0.49697869044804266,0.6254184792376323
32,0.5929545232761431,0.49404414393067153,0.5402775305325993,0.5948495832502966,0.4995939028793783,0.5360388225254007
33,0.5621240996885848,0.5035411431349676,0.46335812760337897,0.5633179822432576,0.5090267701297919,0.46050362535489686
34,0.5500118535052242,0.5182006342415567,0.39682634353348917,0.5506047429829227,0.5197941835921442,0.3956908446531129
35,0.5516034899111499,0.5374322401433093,0.34053345387719497,0.5522667408000014,0.5366821696462987,0.3397078052866003
36,0.5645506735150715,0.563822913536599,0.29543141079993557,0.5654289469011019,0.5618519834284572,0.2943214521417916
37,0.5892945424988606,0.6015880748403216,0.2647023599809222,0.5903223579777134,0.5987111906517368,0.2633497614153688
38,0.6285239148196562,0.6554159764369704,0.25589823954525,0.6296379193677538,0.6520695869376696,0.25424407646317837
39,0.6857468106532829,0.7270259639365759,0.28428195718698923,0.6869549266572684,0.7242050325899445,0.28203516340133294
40,0.7608958300559525,0.8049200773211794,0.37345962161080876,0.7620634723619671,0.8041582575402724,0.3708907063335636
41,0.8399967312273053,0.8477260017351198,0.536606908468567,0.8405086442901336,0.8491215191766623,0.5356787363538684
42,0.8856284861681306,0.7964342889205551,0.7231018367799342,0.8852459915726375,0.796966188072167,0.7247563893044571
43,0.8591359561748155,0.660246015814069,0.8172012901394026,0.8584143469328177,0.6588183821381337,0.8193237173935705
44,0.7706553077322096,0.536027733300199,0.7801445011942987,0.768755340121351,0.5315768150687021,0.7843641947381935
45,0.670067457427751,0.4770468156442386,0.68221969778761,0.6697448410051511,0.47399913350452616,0.6835265082361097
46,0.5926642208309174,0.4643079636100038,0.581703792798953,0.5939491983954371,0.4667921835639146,0.5784263161982044
47,0.5450419661368033,0.4694635144852247,0.49390042621140323,0.5463663533980406,0.47512137956794254,0.4906215417264461
48,0.5202996995447441,0.47851726266315225,0.41830806378568813,0.5206189393816579,0.48032419887438405,0.4171902135362451
