t,true_x,true_y,true_z,pred_x,pred_y,pred_z
0,0.049784625140461614,0.0017324103744385533,0.5823459713575887,0.04991185701124634,-0.005795869905193651,0.6278974088249671
1,0.001370958792772936,0.13864347133826765,0.8733153517651842,-0.007292152764129645,0.08433245168322245,0.9416899118618631
2,0.08551390094729339,0.38625348562497797,0.9330413668807251,0.0728785266329981,0.32592035846258605,1.1428048782627918
3,0.24344961991167963,0.5336758225036661,0.8064574914703442,0.24250198380465093,0.5351439564055005,0.8899352296401122
4,0.38222630966067217,0.5709803601319163,0.6657915652749657,0.38706733879517585,0.5874518883649438,0.6680645039449975
5,0.4725265917504155,0.5697542742045688,0.5594324330711136,0.4736528313571363,0.5652648715991282,0.576325861627347
6,0.5254704667970491,0.5674058757431802,0.479424961652919,0.521773976277616,0.5457067188422629,0.5130058312127788
7,0.5590131121277306,0.5751525278756203,0.41737632416251164,0.5531061395825984,0.54717951931448,0.452416446745048
8,0.5869839101847718,0.5955880637312543,0.37122804292216555,0.5811513783480383,0.56739753518777,0.40338471659140396
9,0.6185297705216263,0.6296631854423904,0.3436236992824283,0.6137389941570212,0.6030757631209933,0.3763318960804889
10,0.6595045486066801,0.6774122665625057,0.34179844528136544,0.6559563432300389,0.6533357531965203,0.3786705450655239
11,0.712429122806144,0.7342723975118373,0.37778655473078665,0.7104381887546268,0.7156552364292306,0.41913747927156564
12,0.7733297755750043,0.7834559456651378,0.46327051990145246,0.7737090173328608,0.7760362835836954,0.5091801570608268
13,0.8262625720939465,0.7924277265187528,0.5901112321328925,0.8292303735645418,0.7988804160376428,0.645765924627971
14,0.8448065102262082,0.7364056227899731,0.7075873030169861,0.8480007972681286,0.7459861258267868,0.7739569400329933
15,0.8129256507793877,0.6403190234805075,0.7519467251157137,0.8135512999465756,0.6386549326556927,0.816086122619724
16,0.7455455953190475,0.5601321016568791,0.7160635155295387,0.7449033508005974,0.5530019562930841,0.7730587374782836
17,0.6740882254758579,0.5207638406800388,0.6409717719984911,0.6743640130001934,0.5195362762729412,0.6916647494132304
18,0.6196455330219659,0.51249799349952,0.560084672431225,0.6204944407216829,0.5146816888780885,0.5985983994720225
19,0.5873574476576816,0.5202461325337582,0.48596682722783596,0.5877598539854519,0.5197098914749294,0.5040258327118163
20,0.5743202331823668,0.5360718854598011,0.4216332337258722,0.5740071499305551,0.5320330719335276,0.4150509308175794
21,0.5765575287883622,0.5584469982773111,0.36830031530052026,0.575773413979617,0.5534746251633444,0.33972561495780473
22,0.5919602246201752,0.5893421839272104,0.3282205399194285,0.5909460097724427,0.5853039616868052,0.2859455953499297
23,0.6207530718558334,0.6320790973555849,0.30638058641198873,0.6195768187776028,0.6288023923338859,0.2603997072435482
24,0.6646381649989985,0.6888114231972493,0.3126079847699632,0.663407674538686,0.685579824009509,0.26999449344514304
25,0.7241952806024619,0.7548481066571706,0.3627960709182736,0.7234741748052821,0.7533803788130309,0.3256358238260564
26,0.7928732959546378,0.8081226677260974,0.47173579168867213,0.7936720059641126,0.8135876070021453,0.44179054895765946
27,0.8487768697068452,0.8061098994253502,0.6246131291202117,0.8508029918588224,0.8187960933321137,0.6087073582372673
28,0.8586512679738343,0.7245754016519504,0.749637110968445,0.8583672393639509,0.7282217106538169,0.7417857968828963
29,0.8089853674938884,0.6096948129260307,0.7754613800955747,0.80456868610281,0.5932847016076102,0.755865530358049
30,0.7262507099734785,0.5289016682732457,0.7160365934879469,0.7216696360844729,0.5110932386886342,0.6880036194108956
31,0.6479865793968748,0.496790262609083,0.627126029056944,0.645629576600037,0.49079668173662383,0.5979776679079039
32,0.5929545232761431,0.49404414393067153,0.5402775305325993,0.591556660396875,0.49220730850193495,0.5073216663642066
33,0.5621240996885848,0.5035411431349676,0.46335812760337897,0.5604507964892899,0.4980824079195785,0.42110124994485965
34,0.5500118535052242,0.5182006342415567,0.39682634353348917,0.5479764698647579,0.5092466552309862,0.3433652523763029
35,0.5516034899111499,0.5374322401433093,0.34053345387719497,0.549564261090136,0.528272918324941,0.2798994539155686
36,0.5645506735150715,0.563822913536599,0.29543141079993557,0.5626788094953502,0.5561267838687327,0.23618512527501556
37,0.5892945424988606,0.6015880748403216,0.2647023599809222,0.5874344891949624,0.5942631932929443,0.21596189784744668
38,0.6285239148196562,0.6554159764369704,0.25589823954525,0.626448429943902,0.6463039166212277,0.22244738200102399
39,0.6857468106532829,0.7270259639365759,0.28428195718698923,0.6836933374230666,0.716321909771868,0.262977044111512
40,0.7608958300559525,0.8049200773211794,0.37345962161080876,0.760108504144234,0.7988547289164087,0.35592794713827214
41,0.8399967312273053,0.8477260017351198,0.536606908468567,0.841902464889089,0.8554820962455325,0.5234476361175999
42,0.8856284861681306,0.7964342889205551,0.7231018367799342,0.8878201505522866,0.8092189236320613,0.7234105723754349
43,0.8591359561748155,0.660246015814069,0.8172012901394026,0.8558532144999332,0.6485821520734911,0.8109417476267518
44,0.7706553077322096,0.536027733300199,0.7801445011942987,0.7642346466418363,0.5069067483377216,0.760905416909583
45,0.670067457427751,0.4770468156442386,0.68221969778761,0.6664504727490393,0.46230965560472526,0.6667857237468882
46,0.5926642208309174,0.4643079636100038,0.581703792798953,0.5912425175665103,0.4619881767787073,0.5699882995728505
47,0.5450419661368033,0.4694635144852247,0.49390042621140323,0.543387265371338,0.4644832715489311,0.47720958273586334
48,0.5202996995447441,0.47851726266315225,0.41830806378568813,0.5178217120790461,0.4670612944222301,0.39011866761473435
49,0.5101137955441366,0.4876726610966594,0.35274426368262823,0.5074009342319173,0.47423673825926227,0.3133105502864493
50,0.50885057303416,0.49743727883829536,0.29578011689919387,0.5065007387486568,0.4865617776344371,0.2524662773594484
51,0.5138612891901337,0.5098620057949382,0.24664389961421923,0.5119748503202913,0.50237303525525,0.21107926091765927
52,0.5248670231162743,0.5278743171794241,0.20522511815520628,0.5230514057167784,0.5210741939399963,0.18908473348360832
53,0.5435472711594904,0.5555800227742049,0.1726016310693747,0.5411572713712786,0.5450816921217136,0.18348243333441205
54,0.5735564082649619,0.5988454769351264,0.1525274775322631,0.5700224547400011,0.5807000576970027,0.19036926363412343
55,0.6207018299388064,0.6651382348514576,0.15493718317020588,0.6159569042657734,0.6381932542143842,0.20872394611598377
56,0.6920342870380565,0.7591843357087666,0.2026478099333509,0.687194592087467,0.7287501320539256,0.248722416256848
57,0.7897001167366506,0.8650293026126127,0.33595031308953766,0.7878328789023713,0.8477503088574878,0.34827027733529725
58,0.8921289105091228,0.910891815365167,0.5791306529361797,0.896135509169269,0.9258951892668661,0.5686229156486458
59,0.9358431801792508,0.7990301837535084,0.8295338162282924,0.9389376290347936,0.8178051760837415,0.8359051454843827
60,0.8683030070890754,0.5895749739397402,0.8960298970414269,0.8604390142097585,0.5549403223729403,0.8896434552394199
61,0.7325810258974721,0.4512069176095954,0.7954455228152946,0.7246016544584152,0.40787820487901727,0.7959831534810817
62,0.6068832405709726,0.40876160861557165,0.6652980514421452,0.6056562023646271,0.4020102815735973,0.6882819968262597
63,0.5221520273667838,0.4070841121627782,0.5580536256163031,0.5221529076020747,0.40985410985321535,0.5915307685237212
64,0.472386228423431,0.41109788646493317,0.4727607422574785,0.47009376966583505,0.40066538064870305,0.5035493727205029
65,0.4427292850745761,0.4086902886756881,0.4028593660474124,0.4385853092897666,0.3867674608479026,0.4226859807529064
66,0.42079716494460473,0.39659720343972565,0.3454422109626171,0.41654199555180904,0.3740066392856758,0.35349883272186045
67,0.39798148313030673,0.37307773088061125,0.30066328152241106,0.39505258985705405,0.3584807536335821,0.3026660560131136
68,0.36792460415080097,0.33547565621342834,0.2717667134928132,0.3670802511827165,0.33266561772142134,0.27573477536120805
69,0.3251449030118342,0.2806032603663454,0.26693707689143326,0.32666701383849395,0.29004761174917815,0.2771455127859759
70,0.2653573574106065,0.20887110716670337,0.3022692203912639,0.2692963277959185,0.2294710267922324,0.31224443068087293
71,0.18974301154736006,0.13564509173044276,0.40045008462173654,0.1955989622316905,0.1632771661261685,0.3889503947798705
72,0.11515759646478335,0.10585023154544271,0.5672735396362674,0.12056578609948287,0.1277490298165147,0.5183183006237098
73,0.08015009884374613,0.17145519609224125,0.7405244472170331,0.08101126410051873,0.17032882966420626,0.7022572513156176
74,0.11684448364927791,0.3070785537857358,0.8115336685534422,0.11337113064648296,0.29018015295764843,0.8461859411885859
75,0.20721086443966613,0.41902868958427253,0.7626737631602096,0.20496468099136378,0.41116719957265624,0.8154996420182514
76,0.3028727445456003,0.4684951875037226,0.6649225508647294,0.3027849413254189,0.46635760165358264,0.7050395926210871
77,0.37398924920171656,0.4773611292253265,0.5676386671233649,0.3733232378226584,0.469291724151611,0.607743417939786
78,0.41664095150454916,0.4709440312147445,0.4826054016957249,0.4145485025030208,0.4580015737271965,0.5172862180610709
79,0.437859342335975,0.46093239764730587,0.4091505584998874,0.4353160833667432,0.4489121054360836,0.4275512385066751
80,0.4452168251604544,0.4500508286652209,0.3454686447439989,0.44324771617557923,0.4420558698232171,0.34699273409693276
81,0.4434951454846052,0.43720219650251335,0.29048736827539073,0.442383886857883,0.43290874881014063,0.2843391455143749
82,0.4345229653758102,0.419712887429924,0.24391299800904648,0.4339556045811057,0.417219356398135,0.24291656993227706
83,0.4176795524001716,0.39374554325188926,0.20657601557436572,0.41720664188611334,0.3914159303153586,0.22194664067784986
84,0.39016967487540977,0.35398932289868246,0.18163830728008334,0.3896118597538203,0.3516888502664084,0.21991999807833773
85,0.34707807037639843,0.29376009570668704,0.17746359850465804,0.34677177021975925,0.2935641225036323,0.23804262523171005
86,0.28216245406801854,0.20828336135892073,0.21311004951547524,0.28299243038245403,0.21431063247260873,0.2829424647726091
87,0.19260520058123276,0.10847213637612885,0.3229369272583586,0.1953957409026167,0.12343404685336967,0.3664978626630786
88,0.09392404488675632,0.05037362165971737,0.534387138283972,0.0971522581990778,0.06486324582166625,0.5032975281478849
89,0.038353009360749535,0.12553822559821676,0.778730519940477,0.03657075978881841,0.1158033608428708,0.71573995092242
90,0.08175549207789151,0.31409134060568783,0.8810042765949166,0.07528072070335035,0.29126344818181393,0.9047302712314309
91,0.20190863697327593,0.4636469255648673,0.8095736617416174,0.20131392059556652,0.4741333097437923,0.8142142529949838
92,0.3259191215435918,0.5200284429458745,0.6852236736763835,0.33132582644992337,0.5486591409154336,0.6410830338396689
93,0.41448211719137584,0.526955308040246,0.5750607719087153,0.4188152789445275,0.5435476222844737,0.5419503935264309
94,0.4674614441900455,0.5222007142675057,0.485613029906471,0.4682546808195177,0.5243400715905995,0.46949025469259587
95,0.49769327490106424,0.520662978139297,0.41132139573769494,0.4961872626016314,0.5158944487192925,0.3983105817743642
96,0.5172239848945371,0.5264417805191017,0.34862920743398823,0.5150371214183113,0.5194526313335392,0.33409243356178653
97,0.5345311334151762,0.5409682375995503,0.29636955052443104,0.5323186754385555,0.5322251270582601,0.2855387545279804
98,0.5556134885745754,0.566321846896464,0.25528888943629924,0.5531875843086304,0.5541961673247016,0.255946318920647
99,0.5856603415964652,0.6062336178612678,0.22890017278903585,0.5825863290901402,0.5891407970170517,0.24509449873054345
100,0.6301473729861745,0.6654516397322818,0.2260780196726721,0.626375982068771,0.6438138823217343,0.2542795317768225
101,0.6942806311666274,0.7453831888152813,0.2653663880999383,0.6907992174816812,0.7243212910266623,0.29383573969738164
102,0.7780038338183801,0.8304303024630884,0.37553519278925945,0.7772943245665055,0.8225075042669243,0.3929308481343905
103,0.8628970598303735,0.8668326900543379,0.5686534553170186,0.8672083967551424,0.8846769065319406,0.5872817971103097
104,0.9022091377094813,0.7872841543062526,0.7703061808890443,0.9075144941673158,0.8133214888670237,0.8140112866807776
105,0.856220051589885,0.6257736770070085,0.8439849077951009,0.8552609157033823,0.6226096294157213,0.883450663964735
106,0.7498510101213886,0.5015917381067003,0.7782963388236215,0.7474408381399468,0.48907641578301475,0.8030006803435734
107,0.6422927872806725,0.4529148880372149,0.6671847601313303,0.644066623925499,0.4621809320863932,0.6913509394579038
108,0.5652122697565364,0.44651818943461286,0.5640703553391846,0.5683999649259172,0.46305314865522607,0.5881973637942068
109,0.5194767088885344,0.45246368119397495,0.47691412322454135,0.5210451132998682,0.45828702379172204,0.49346101054669766
110,0.4951126532993554,0.45836793408871535,0.4025604584655101,0.494768754225522,0.4527647438115856,0.4044584240324127
111,0.4825871172179869,0.461163536901513,0.33817460269461014,0.48135354912768913,0.4518393990742944,0.3247156308302359
112,0.4755361209790602,0.460767057877425,0.2820698675471738,0.47438289653635535,0.45421881381754603,0.26008675897504663
113,0.4702037819282917,0.45738908404857337,0.2331439746197147,0.46953645331197713,0.45561667197811606,0.21436005582595463
