t,true_x,true_y,true_z,pred_x,pred_y,pred_z
0,0.049784625140461614,0.0017324103744385533,0.5823459713575887,0.05005343049737232,-0.017062319612030308,0.5645725649834645
1,0.001370958792772936,0.13864347133826765,0.8733153517651842,0.005930017497103535,0.14132709050406067,0.8716736900368396
2,0.08551390094729339,0.38625348562497797,0.9330413668807251,0.09643977096279643,0.4363303135626362,0.9343852517965736
3,0.24344961991167963,0.5336758225036661,0.8064574914703442,0.2410028011229498,0.5260968410727633,0.8102114087629921
4,0.38222630966067217,0.5709803601319163,0.6657915652749657,0.38137942892135834,0.5785373562486837,0.6711623089229128
5,0.4725265917504155,0.5697542742045688,0.5594324330711136,0.47192965949114907,0.5818900470088844,0.5918281348306067
6,0.5254704667970491,0.5674058757431802,0.479424961652919,0.5238343647349238,0.5682582633370226,0.5000625670788068
7,0.5590131121277306,0.5751525278756203,0.41737632416251164,0.5564862244226481,0.558981835436172,0.4031421243993698
8,0.5869839101847718,0.5955880637312543,0.37122804292216555,0.585445036730499,0.5814371142236157,0.35721738125227276
9,0.6185297705216263,0.6296631854423904,0.3436236992824283,0.6168462556728498,0.61668164821572,0.33839665471937863
10,0.6595045486066801,0.6774122665625057,0.34179844528136544,0.6572647959673434,0.6630229188194017,0.3369907119995865
11,0.712429122806144,0.7342723975118373,0.37778655473078665,0.710005631540169,0.7193684583888045,0.36886887494774356
12,0.7733297755750043,0.7834559456651378,0.46327051990145246,0.7714853149393486,0.7716418529377647,0.45117740877458345
13,0.8262625720939465,0.7924277265187528,0.5901112321328925,0.8259018692737767,0.7878378100494983,0.5788512369916994
14,0.8448065102262082,0.7364056227899731,0.7075873030169861,0.8460991574797566,0.7389161347971145,0.6983345518912287
15,0.8129256507793877,0.6403190234805075,0.7519467251157137,0.8153971631286207,0.6484959541786486,0.7452316535049697
16,0.7455455953190475,0.5601321016568791,0.7160635155295387,0.7483423140025709,0.5703481129484969,0.7163261973239088
17,0.6740882254758579,0.5207638406800388,0.6409717719984911,0.6749895917809664,0.5231745085265791,0.6466561813961249
18,0.6196455330219659,0.51249799349952,0.560084672431225,0.618483402600391,0.506973243679437,0.5687365550730874
19,0.5873574476576816,0.5202461325337582,0.48596682722783596,0.5855004917251591,0.5117138147392621,0.49168939928975774
20,0.5743202331823668,0.5360718854598011,0.4216332337258722,0.5723281641300298,0.5281995183145911,0.4231049943953131
21,0.5765575287883622,0.5584469982773111,0.36830031530052026,0.5748147931414432,0.5525663907255973,0.3684707607823441
22,0.5919602246201752,0.5893421839272104,0.3282205399194285,0.59026257380373,0.5830959549074306,0.32744773026511
23,0.6207530718558334,0.6320790973555849,0.30638058641198873,0.6187384986814248,0.6229271715761646,0.30293032363705663
24,0.6646381649989985,0.6888114231972493,0.3126079847699632,0.6622648727951665,0.676314190245356,0.30489294499896147
25,0.7241952806024619,0.7548481066571706,0.3627960709182736,0.7218019623323013,0.7411469896006713,0.35060711109642995
26,0.7928732959546378,0.8081226677260974,0.47173579168867213,0.7912944809958735,0.7982681711463089,0.4578155705085223
27,0.8487768697068452,0.8061098994253502,0.6246131291202117,0.8489652824230365,0.804582667580477,0.6137400326852926
28,0.8586512679738343,0.7245754016519504,0.749637110968445,0.8603701808760653,0.7290854760541778,0.7405336726121519
29,0.8089853674938884,0.6096948129260307,0.7754613800955747,0.8117891194204172,0.6199614735667867,0.7694251523798741
30,0.7262507099734785,0.5289016682732457,0.7160365934879469,0.7291461531648615,0.5397288717109516,0.7179544020072193
31,0.6479865793968748,0.496790262609083,0.627126029056944,0.6483048284304731,0.4971569193763292,0.6337632176403822
32,0.5929545232761431,0.49404414393067153,0.5402775305325993,0.5915027611372807,0.4877038494908801,0.5494634224026562
33,0.5621240996885848,0.5035411431349676,0.46335812760337897,0.560333285513936,0.495661866505146,0.46777618512920327
34,0.5500118535052242,0.5182006342415567,0.39682634353348917,0.5482852181060067,0.5125552600909282,0.39782996062681875
35,0.5516034899111499,0.5374322401433093,0.34053345387719497,0.5503423332336869,0.5346435561396836,0.3418770313207702
36,0.5645506735150715,0.563822913536599,0.29543141079993557,0.5633112814140445,0.5603685405488017,0.296523318992854
37,0.5892945424988606,0.6015880748403216,0.2647023599809222,0.5876633661362801,0.594774063156895,0.2633467784083372
38,0.6285239148196562,0.6554159764369704,0.25589823954525,0.6264431856931969,0.6446859973901615,0.2504851420198335
39,0.6857468106532829,0.7270259639365759,0.28428195718698923,0.6833841220875241,0.7135724349673707,0.2739923935066706
