t,true_x,true_y,true_z,pred_x,pred_y,pred_z
0,0.049784625140461614,0.0017324103744385533,0.5823459713575887,0.04978345535203949,0.001722682447710908,0.5823323340901941
1,0.001370958792772936,0.13864347133826765,0.8733153517651842,0.0013706999042002066,0.1386424584054037,0.8733219091387872
2,0.08551390094729339,0.38625348562497797,0.9330413668807251,0.08551419772310836,0.38625115816856515,0.9330362476329253
3,0.24344961991167963,0.5336758225036661,0.8064574914703442,0.24345292403433916,0.5336841887542157,0.8064703548237765
4,0.38222630966067217,0.5709803601319163,0.6657915652749657,0.3822251412668277,0.5709831004053599,0.6657988300409134
5,0.4725265917504155,0.5697542742045688,0.5594324330711136,0.47252349159550316,0.5697614195228667,0.5594089354356484
6,0.5254704667970491,0.5674058757431802,0.479424961652919,0.5254742906099634,0.5674174958679218,0.47942761214021573
7,0.5590131121277306,0.5751525278756203,0.41737632416251164,0.5590120354045931,0.5751586061079401,0.4173791094118833
8,0.5869839101847718,0.5955880637312543,0.37122804292216555,0.5869861572745488,0.595585022570594,0.37122954664758556
9,0.6185297705216263,0.6296631854423904,0.3436236992824283,0.6185318643540209,0.6296700300500435,0.34361824921245177
10,0.6595045486066801,0.6774122665625057,0.34179844528136544,0.6595032443833173,0.677415952558713,0.34178830260794896
11,0.712429122806144,0.7342723975118373,0.37778655473078665,0.7124276338440182,0.7342739860464453,0.3777817697422091
12,0.7733297755750043,0.7834559456651378,0.46327051990145246,0.7733295279067827,0.7834589696503104,0.4632739631177431
13,0.8262625720939465,0.7924277265187528,0.5901112321328925,0.8262620628969046,0.7924244146223527,0.5901121807830523
14,0.8448065102262082,0.7364056227899731,0.7075873030169861,0.8448048586519221,0.736394713610582,0.7075841213288558
15,0.8129256507793877,0.6403190234805075,0.7519467251157137,0.8129250576065397,0.6403144325345138,0.7519577191243106
16,0.7455455953190475,0.5601321016568791,0.7160635155295387,0.7455435882164425,0.5601262488649371,0.7160646606772837
17,0.6740882254758579,0.5207638406800388,0.6409717719984911,0.6740869203289854,0.5207561886027425,0.6409964059632741
18,0.6196455330219659,0.51249799349952,0.560084672431225,0.61964842198691,0.512511495924311,0.5601158251183528
19,0.5873574476576816,0.5202461325337582,0.48596682722783596,0.5873601101783474,0.5202604543955169,0.4859757832935723
20,0.5743202331823668,0.5360718854598011,0.4216332337258722,0.5743224754461398,0.5360825140016183,0.42162686999799726
21,0.5765575287883622,0.5584469982773111,0.36830031530052026,0.5765604470031443,0.5584548869776456,0.3682900790219272
