t,y_true,y_pred
0,0.7622011934717343,0.7642816786456188
1,0.7838719137191129,0.7838481563051278
2,0.791258776601442,0.7892916280415678
3,0.7871280069820554,0.7854423379784723
4,0.7758041476008362,0.7755342802218436
5,0.7615690295553111,0.7622464561395365
6,0.7479844522945999,0.7488262899279025
7,0.7376964404479827,0.7382897789454432
8,0.7323774321001996,0.7326615509206321
9,0.7326646125244759,0.7327670254776237
10,0.7380937971975313,0.7382130339570512
11,0.7470940346311794,0.7474273468046697
12,0.757072393874808,0.7578093444891367
13,0.7644962774497736,0.765904897509273
14,0.7649239517530675,0.7673248971739729
15,0.7535396743111862,0.756652125504908
16,0.7272504738321911,0.7292219815000408
17,0.6873586926820325,0.6861920842030687
18,0.6392130921280864,0.6364030105320582
19,0.5890299331242975,0.5878279265654758
20,0.541673185898517,0.542439137356481
21,0.5002687363996098,0.5013388157569999
22,0.4664580496205131,0.46674255242094964
23,0.44061166314630823,0.44006494329034096
24,0.42196630306477384,0.42102573219090234
25,0.40883041293060246,0.40793839245654073
26,0.39893977392084534,0.39833994360184377
27,0.38993311778714207,0.389657350084637
28,0.37985749958723514,0.3797953038232431
29,0.36759809245812763,0.36759128855129664
30,0.35314015501348356,0.3530616543996685
31,0.3376614223769379,0.3373934919590793
32,0.32359063068205784,0.3228936620530303
33,0.31473175561715705,0.31321327988184633
34,0.31614161398550833,0.31361709862808507
35,0.3328962351873402,0.33010601246338256
36,0.36735815415007084,0.3660475605651472
37,0.4168742819656121,0.41803018458921715
38,0.47485348929641935,0.4769796603057843
39,0.5344102191432439,0.5353381177982932
40,0.5909229925966881,0.5903318579752797
41,0.6422932888005553,0.6410709552099352
42,0.6880855240894812,0.6869143386765075
43,0.7286298393454038,0.72773127315986
44,0.7644405160290669,0.7638013400533974
45,0.7959313798185099,0.7954655999214701
46,0.8233218916511931,0.8229446695933822
47,0.8466543767329731,0.8463029670854267
48,0.8658956712996068,0.8655135314504144
49,0.8811203486897811,0.8806345155027817
50,0.8927591243709206,0.8920669951829101
51,0.9018667063011516,0.9008293211429113
52,0.9102843750355281,0.9087775461585537
53,0.9203873189508057,0.9185086615730953
54,0.9339858009435579,0.9323266012264857
55,0.9503826826692161,0.9499227714066214
56,0.9648242242342948,0.9660884397487315
57,0.969610401210478,0.9716148299158414
58,0.9582692482474833,0.9591703753166805
59,0.9289724348386621,0.9286464703490775
60,0.8841526891730326,0.8840106006195945
61,0.8281091045729354,0.8284060148012888
62,0.765151739272917,0.7651286765851824
63,0.6988344782285196,0.6983723115564966
64,0.6318370354518089,0.6315251673750018
65,0.5660867523747859,0.5663526937780519
66,0.5029207821083554,0.5036414418997246
67,0.4432161654922133,0.4439734889585131
68,0.3874681314647345,0.38795603526685296
69,0.33581551522522907,0.33604176763513505
70,0.28803266351271684,0.28826255725390926
71,0.2435601045304369,0.2440989016912578
72,0.20170018980263182,0.2026523177163302
