t,y_true,y_pred
0,0.16021168423925294,0.15905308160296938
1,0.24528150138246127,0.24485063295965048
2,0.33044442617818687,0.33113985093964615
3,0.4068615478909337,0.40763109763866723
4,0.4700869177134842,0.4701508888226662
5,0.5189602119007773,0.5185290741819326
6,0.5541015588266974,0.5536843603886765
7,0.5768933228601323,0.5767141260585809
8,0.5889485277517664,0.5889905844779078
9,0.5918894757027628,0.5921087077190603
10,0.5873069691558147,0.5876577412143513
11,0.5768143802914808,0.5771688553656396
12,0.562141955641503,0.5623172455600369
13,0.5452665448941871,0.5451843305232984
14,0.5285977061707398,0.5283991037060041
15,0.5151921903898083,0.5151336610473205
16,0.5088184224238829,0.5089900375303071
17,0.5134910457136344,0.5136698166278113
18,0.5322123498926754,0.5320785184249326
19,0.5653702854346165,0.564767687142004
20,0.6096067658760742,0.6086489089211877
21,0.657875302310161,0.6571093877490779
22,0.7018561441856191,0.7017881226232721
23,0.7359123556369565,0.7361482850495733
24,0.758950937111066,0.7587256931538304
25,0.7732005989213705,0.7724551997598215
26,0.7821595174872868,0.7813995500813107
27,0.7892383051362835,0.7887498854112218
28,0.7971360503279219,0.7967684161811341
29,0.8075915786036904,0.807171125527014
30,0.82130519989739,0.8210389282176287
31,0.8380012236225932,0.8384223921179315
32,0.8566580519177142,0.8581624223395474
33,0.8758687355948516,0.8782070209105264
34,0.8941510837536437,0.8962778102335545
35,0.9098873536156366,0.9104258860405228
36,0.9206264137262813,0.9189609801689791
37,0.9221294597651074,0.9195411222061489
38,0.9089794422594238,0.90813764341455
39,0.8783603980279151,0.8801369136851918
40,0.8331332117772773,0.8349836446013095
41,0.7795250706316569,0.7788912340754379
42,0.7232436277673713,0.7203593649363018
43,0.667953739230914,0.6647589741909821
44,0.6154151651697244,0.6134690341632618
45,0.5660120903948124,0.5656504061685474
46,0.51926597186259,0.5199057888836967
47,0.47430153421653953,0.47508648775648776
48,0.43026162673943735,0.43053644767047405
49,0.3866103262671051,0.3861044035159633
50,0.34325294727881434,0.34204798804317926
51,0.3004710048318079,0.2988641490056825
52,0.2587660135147802,0.2571201079714269
53,0.21874770876647112,0.2173919936790467
54,0.18117001438269162,0.18036626545332624
55,0.14713982315152513,0.14707475034641915
56,0.11842097710245676,0.11917921803204745
57,0.09766496384310111,0.09917753483457847
58,0.08840697999889105,0.09036245769184337
59,0.09462871390254271,0.09642128136180794
60,0.11954513952206147,0.12055905275600942
61,0.16379138850830094,0.16394628965510094
62,0.2243321326087205,0.22410085884764497
63,0.2952815337377263,0.29499553889316843
64,0.3699421468107555,0.36948130873426477
65,0.44246380146222425,0.441759667952649
66,0.5085126215520026,0.5078983370237697
67,0.5652965958340105,0.5651736298140237
68,0.611360076259875,0.6117554544089825
69,0.6463107143802467,0.6468872119996787
70,0.6705245515322339,0.6709206050541114
71,0.6848776606341976,0.6849591835614035
72,0.6905595524095788,0.6904035452382851
73,0.689001710560496,0.6887358029338624
74,0.6819186247904651,0.6816111347289411
75,0.6714202432903412,0.6710987585741668
76,0.6601290783719433,0.6598607449295155
77,0.6512055393843533,0.6511252893382662
78,0.6481250521385602,0.6483856469924327
79,0.654085486391258,0.6547565060866893
80,0.6711406300194371,0.672020803395248
81,0.6992512210844758,0.6997198122448123
82,0.7352558277136798,0.7346899281784305
83,0.7722014702774657,0.7709820943684389
84,0.8008956252693521,0.8003883682985089
85,0.8143927121118613,0.8151314936044356
86,0.8113741656362792,0.8123817078092275
87,0.7951653675204705,0.795580058988957
88,0.7708084924122551,0.7708427007677416
89,0.7430923004109328,0.7433254994965832
90,0.7158707895868013,0.7164531435284776
91,0.6919943558764848,0.6926391954364766
92,0.6733501870812518,0.6737481010596493
93,0.6608121774146131,0.6608982602414128
94,0.6540990445218448,0.6539876648218188
95,0.6516557423739091,0.6514008869647387
96,0.6506927846166789,0.6501601246706414
97,0.647431258895457,0.6465069882684782
98,0.6375983472129192,0.6366325202990915
99,0.6174735153029965,0.6173216614167742
100,0.5856693816567264,0.5867978962940326
101,0.5444533344056639,0.5460859439494139
102,0.49880584210410117,0.49968073425822723
103,0.45408463067319815,0.4537857982266047
104,0.4146280237179107,0.4136023461502796
105,0.3835821473498993,0.38239173653228065
106,0.36301817737889225,0.36199897501757494
107,0.3538499926663356,0.3532060110576962
108,0.3556376370578742,0.3554970421010708
109,0.3665888684269439,0.3668532733849057
