t,y_true,y_pred
0,0.7622011934717343,0.7665265105760444
1,0.7838719137191129,0.7850093114533259
2,0.791258776601442,0.7869772134642705
3,0.7871280069820554,0.7809913546159137
4,0.7758041476008362,0.7719851303184164
5,0.7615690295553111,0.7611962954184879
6,0.7479844522945999,0.7500040412406239
7,0.7376964404479827,0.7407830767863359
8,0.7323774321001996,0.735801864689348
9,0.7326646125244759,0.736318629888034
10,0.7380937971975313,0.742220476789349
11,0.7470940346311794,0.7519714076512205
12,0.757072393874808,0.7628001094803931
13,0.7644962774497736,0.7710355990986706
14,0.7649239517530675,0.7722772482349836
15,0.7535396743111862,0.7615044224106722
16,0.7272504738321911,0.7348202914018067
17,0.6873586926820325,0.6937698362344253
18,0.6392130921280864,0.6456196287248339
19,0.5890299331242975,0.5955997748842616
20,0.541673185898517,0.5455513178186759
21,0.5002687363996098,0.4989885917866026
22,0.4664580496205131,0.4601089606386619
23,0.44061166314630823,0.43110336877517064
24,0.42196630306477384,0.4118507640514011
25,0.40883041293060246,0.40052940642180346
26,0.39893977392084534,0.394256153047273
27,0.38993311778714207,0.38978378776049816
28,0.37985749958723514,0.3842412691461128
29,0.36759809245812763,0.3757373660084742
30,0.35314015501348356,0.36367215153983956
31,0.3376614223769379,0.3487620675128422
32,0.32359063068205784,0.3329785279255173
33,0.31473175561715705,0.319637085034266
34,0.31614161398550833,0.3136281704681192
35,0.3328962351873402,0.32130654162162386
36,0.36735815415007084,0.348890661220322
37,0.4168742819656121,0.3983065486715329
38,0.47485348929641935,0.4628285065597524
39,0.5344102191432439,0.5294805548255237
40,0.5909229925966881,0.5883643004841215
41,0.6422932888005553,0.6376530781093219
42,0.6880855240894812,0.6802317923813668
43,0.7286298393454038,0.7188670469437319
44,0.7644405160290669,0.7545626994219443
45,0.7959313798185099,0.7871764465664981
46,0.8233218916511931,0.8162341622010043
47,0.8466543767329731,0.8412872395858049
48,0.8658956712996068,0.8620209394608516
49,0.8811203486897811,0.8783795542584514
50,0.8927591243709206,0.8907868669938992
51,0.9018667063011516,0.9004024497856804
52,0.9102843750355281,0.9093148301562932
53,0.9203873189508057,0.9204030115652957
54,0.9339858009435579,0.9362253381157464
55,0.9503826826692161,0.9564100278028107
56,0.9648242242342948,0.9746089746922273
57,0.969610401210478,0.9789291036408185
58,0.9582692482474833,0.9601656273984904
59,0.9289724348386621,0.921422719680737
60,0.8841526891730326,0.8730780413063624
61,0.8281091045729354,0.8203432178469541
62,0.765151739272917,0.7628185501038738
63,0.6988344782285196,0.7003006427670142
64,0.6318370354518089,0.634410377487642
65,0.5660867523747859,0.5674539599167332
66,0.5029207821083554,0.5016230356570066
67,0.4432161654922133,0.4387715967904864
68,0.3874681314647345,0.3803160986681906
69,0.33581551522522907,0.327139592004837
70,0.28803266351271684,0.27952603172137636
71,0.2435601045304369,0.23715507293658789
72,0.20170018980263182,0.19920699235267136
73,0.16201425466854819,0.16464142591824782
74,0.12469115419875415,0.13262390781429545
75,0.09060019273650079,0.10294186812198447
76,0.06112895661821033,0.07626189809650263
77,0.03817029617129055,0.054139868147276005
78,0.024402327042495543,0.03882959032925193
79,0.023672453852065747,0.03328931759184961
80,0.04092612542548743,0.04173326436774971
81,0.08063308170934896,0.0702633344895709
82,0.14321897401176842,0.1256944231406898
83,0.2222583353480442,0.20954281279806963
84,0.30673014213394095,0.3095113422705893
85,0.38652995868431633,0.4029876668186194
86,0.4555909170893458,0.47490026197383806
87,0.5115835730214979,0.5254007918699202
88,0.5544248652054146,0.5613169214641083
89,0.5850434292647694,0.5876872716937349
90,0.6046842257121812,0.6061684263014904
91,0.6146400831855723,0.6168470549116769
92,0.616236323045514,0.6198157939902114
93,0.6109002218958332,0.6157328713975598
94,0.600223539977171,0.605796798775593
95,0.5860314196114861,0.5916091725172965
96,0.5705082455835332,0.5751771506583516
97,0.5563915615371002,0.5590674230785329
98,0.5471329961864904,0.5466319322452708
99,0.546722064300668,0.5421162769427035
100,0.5587745405342857,0.5501904204282049
101,0.5849684696282976,0.574369982935167
102,0.6235799638065466,0.6145721854216539
103,0.6688497810431576,0.6649172302771476
104,0.7123017407563057,0.71349752128463
105,0.7465225701086285,0.7480044516651922
106,0.7684162600227104,0.7654928022349754
107,0.7791362390099728,0.772553439971615
108,0.7820655587121585,0.7757052705076486
109,0.7810673822518522,0.7774350149105231
110,0.7795740655084553,0.7788677689605894
111,0.7802062221654729,0.781647912514245
112,0.7846105115424722,0.7875177204226578
113,0.7933892315034252,0.7974247215270935
114,0.8061253611371902,0.811106425158588
115,0.8215433655965901,0.827178623771518
116,0.8377669448124248,0.8435728828872371
117,0.8524676557939197,0.858000165966045
118,0.8626150062775425,0.8678571919903497
119,0.8639394536250022,0.8692209946038307
120,0.8513830539140194,0.8561999060666139
121,0.8220826192488575,0.8243438570996551
122,0.7784166433307659,0.7779230918899689
123,0.7265011238232622,0.7272257777474964
124,0.6724126285845912,0.6760557713054052
125,0.6203534952171909,0.6241036379852574
126,0.5726035181516392,0.5737636205119454
127,0.5299328155207639,0.52799828932182
128,0.4919868977351325,0.48797310547446493
129,0.4576414442652097,0.4531491729043573
130,0.4253929652907579,0.42199290129634903
131,0.39378147637865846,0.392636308806507
132,0.36176227722492144,0.3634403218247808
133,0.32891646746491676,0.3333840284258329
134,0.2954535515883247,0.3022098560628699
135,0.26208925181226744,0.27037226940625203
136,0.22997253794181552,0.238913275417179
137,0.20080378493127934,0.2093729329045253
138,0.17713499982157996,0.18383284355091156
139,0.1626167314640265,0.16517135030701624
140,0.1617592427719349,0.1574467564184161
141,0.17874496001618864,0.16598695274726616
142,0.21526574663946435,0.19623646408227557
143,0.26880385029150017,0.25030023233546217
144,0.3333744372582986,0.32270354473755347
145,0.40222840317113956,0.4011281957541577
146,0.4700121622730984,0.4739610752074679
147,0.5332949516565673,0.5363397495422326
148,0.5901145766598498,0.5890385029132972
149,0.6393671129115802,0.6342162585134403
150,0.6804103000699541,0.6729115242385433
151,0.7129175851778794,0.7049650769320479
152,0.7368792601928388,0.7298615146741287
153,0.7526361382143834,0.7473590117687916
154,0.7608992550923471,0.7576911087611045
155,0.7627819042110646,0.7615804666304218
156,0.7598869617719607,0.7603034891720686
157,0.7544407713645122,0.7558527284939505
158,0.7493709250487981,0.7510771689670737
159,0.7481310323210454,0.7496033027005051
160,0.7540610925192408,0.7553009247804905
161,0.7693014429615287,0.771094193986011
162,0.7935719715020565,0.7973444683418602
